"Gene","RBL1"
"LOC51170",0
"LOC51171",0
"LOC51173",0
"LOC51174",0
"LOC51177",0
"LOC51181",0
"LOC51182",0
"LOC51184",0
"LOC51185",0
"LOC51186",0
"LOC51187",0
"LOC51188",0
"LOC51189",0
"LOC51190",0
"LOC51191",0
"LOC51192",0
"LOC51193",0
"LOC51195",0
"LOC51198",0
"LOC51199",0
"LOC51202",0
"LOC51203",0
"LOC51204",0
"LOC51205",0
"LOC51207",0
"LOC51210",0
"LOC51212",0
"LOC51213",0
"LOC51215",0
"LOC51216",0
"LOC51219",0
"LOC51221",0
"LOC51226",0
"LOC51228",0
"LOC51230",0
"LOC51231",0
"LOC51233",0
"LOC51235",0
"LOC51236",0
"LOC51237",0
"LOC51243",0
"LOC51265",0
"LOC51266",0
"LOC51267",0
"LOC51270",0
"LOC51272",0
"LOC51274",0
"LOC51275",0
"LOC51278",0
"LOC51279",0
"LOC51280",0
"LOC51281",0
"LOC51283",0
"LOC51284",0
"LOC51285",0
"LOC51286",0
"LOC51287",0
"LOC51288",0
"LOC51289",0
"LOC51290",0
"LOC51291",0
"LOC51292",0
"LOC51293",0
"LOC51295",0
"LOC51296",0
"LOC51297",0
"LOC51299",0
"LOC51301",0
"LOC51303",0
"LOC51304",0
"LOC51306",0
"LOC51307",0
"LOC51309",0
"LOC51310",0
"LOC51311",0
"LOC51312",0
"LOC51313",0
"LOC51314",0
"LOC51315",0
"LOC51316",0
"LOC51318",0
"LOC51319",0
"LOC51320",0
"LOC51321",0
"LOC51322",0
"LOC51323",0
"LOC51325",0
"LOC51327",0
"LOC51328",0
"LOC51329",0
"LOC51333",0
"LOC51334",0
"LOC51335",0
"LOC51336",0
"LOC51337",0
"LOC51339",0
"LOC51340",0
"LOC51580",0
"LOC51595",0
"LOC51603",0
"LOC51604",0
"LOC51611",0
"LOC51612",0
"LOC51617",0
"LOC51619",0
"LOC51625",0
"LOC51630",0
"LOC51631",0
"LOC51632",0
"LOC51637",0
"LOC51642",0
"LOC51643",0
"LOC51644",0
"LOC51646",0
"LOC51647",0
"LOC51648",0
"LOC51650",0
"LOC51651",0
"LOC51652",0
"LOC51654",0
"LOC51657",0
"LOC51660",0
"LOC51666",0
"LOC51670",0
"LOC51673",0
"LOC51674",0
"LOC51685",0
"LOC51691",0
"LOC51693",0
"LOC51696",0
"LOC51697",0
"LOC51700",0
"LOC51701",0
"LOC51702",0
"LOC51705",0
"LOC51713",0
"LOC51714",0
"LOC51716",0
"LOC51717",0
"LOC51719",0
"LOC51720",0
"LOC51724",0
"LOC51725",0
"LOC51727",0
"LOC51729",0
"LOC51733",0
"LOC51735",0
"LOC51739",0
"LOC51745",0
"LOC51746",0
"LOC51749",0
"LOC51754",0
"LOC51759",0
"LOC51762",0
"LOC51765",0
"LOC51766",0
"LOC51767",0
"LOC51773",0
"LOC54103",-0.4562
"LOC541471",0
"LOC541472",0
"LOC541473",-0.2125
"LOC54466",0
"LOC54472",0
"LOC54504",0
"LOC54518",0
"LOC550643",0
"LOC554202",-0.0323
"LOC55565",-0.3869
"LOC55580",0
"LOC55819",0
"LOC55821",0
"LOC55828",0
"LOC55830",0
"LOC55831",0
"LOC55833",0
"LOC55858",0
"LOC55862",0
"LOC55867",0
"LOC55868",0
"LOC55892",0
"LOC55893",0
"LOC55895",0
"LOC55901",0
"LOC55907",0
"LOC55908",-0.3881
"LOC55913",0
"LOC55914",0
"LOC55915",0
"LOC55924",0
"LOC55954",0
"LOC55968",0
"LOC55969",0
"LOC55971",0
"LOC55974",0
"LOC56242",0
"LOC56287",0
"LOC56757",0.1132
"LOC56834",0
"LOC56851",0
"LOC56889",0
"LOC56891",0
"LOC56897",0
"LOC56898",0
"LOC56899",0
"LOC56901",0
"LOC56904",0
"LOC56906",0
"LOC56908",0
"LOC56912",0
"LOC56920",0
"LOC56921",0
"LOC56934",0
"LOC56938",0
"LOC56939",0
"LOC56953",0
"LOC56965",0
"LOC56991",0
"LOC56993",0
"LOC56996",0
"LOC56997",0
"LOC57018",0
"LOC57019",0
"LOC57086",0
"LOC57088",0
"LOC57090",0
"LOC57099",0
"LOC57100",0
"LOC57105",0
"LOC57107",0
"LOC57109",0
"LOC57110",0
"LOC57115",0
"LOC57116",0
"LOC57117",0
"LOC57118",0
"LOC57130",0
"LOC57151",0
"LOC57158",0
"LOC57167",0
"LOC57228",-3.8453
"LOC57228",-1.4567
"LOC57333",0
"LOC57397",0
"LOC57399",0
"LOC57402",0
"LOC57404",0
"LOC57663",0
"LOC57761",0
"LOC57798",0
"LOC57801",0
"LOC57805",0
"LOC57821",0
"LOC57823",0
"LOC57826",0
"LOC57829",0
"LOC57830",0
"LOC58486",0
"LOC58498",0
"LOC58504",0
"LOC58511",0
"LOC59346",0
"LOC595101",0
"LOC613037",0
"LOC613206",0
"LOC63904",0
"LOC63920",0
"LOC63929",0
"LOC64102",0
"LOC64116",0
"LOC641298",0
"LOC64146",0
"LOC64166",0
"LOC64167",0
"LOC64170",0
"LOC64172",0
"LOC641737",0
"LOC64174",0
"LOC64180",0
"LOC64181",0
"LOC642413",0
"LOC642826",0
"LOC642947",0
"LOC643233",-0.1144
"LOC643475",0
"LOC643641",0.4828
"LOC643641",0.3956
"LOC644165",0.1714
"LOC644189",0
"LOC644192",0
"LOC644354",0
"LOC644538",-0.3076
"LOC644563",0
"LOC644617",-0.4222
"LOC644662",0
"LOC645188",0
"LOC645638",0
"LOC645769",0
"LOC645843",-0.032
"LOC646470",0
"LOC646577",0
"LOC646626",0
"LOC646791",0
"LOC647121",0
"LOC647252",0
"LOC647946",0
"LOC647979",0
"LOC650293",0
"LOC650392",-1.5675
"LOC65121",0
"LOC651250",0
"LOC652147",0
"LOC65243",0
"LOC653284",-0.0704
"LOC653499",-0.1042
"LOC653499",-0.119
"LOC653866",-0.3825
"LOC654433",-0.0995
"LOC654780",0.6373
"LOC727820",0
"LOC728024",0
"LOC728153",0
"LOC728323",0
"LOC728392",0
"LOC728411",-0.0087
"LOC728449",0
"LOC728533",0
"LOC728673",0
"LOC728723",0
"LOC729082",0
"LOC729406",0
"LOC729595",0
"LOC729603",0
"LOC729983",0
"LOC730091",0
"LOC730498",-0.2251
"LOC730658",0
"LOC730766",0.5332
"LOC731680",-0.6049
"LOC80054",0
"LOC80298",0
"LOC80975",0
"LOC81034",0
"LOC81501",0
"LOC81537",0
"LOC81558",0
"LOC81691",0.2137
"LOC81874",0
"LOC83468",0
"LOC84214",0
"LOC84661",0.1495
"LOC90826",-0.2902
"LOC90834",0
"LOC91664",-0.066
"LOC91664",0.2411
"LOH11CR2A",1.5035
"LOH12CR1",0
"LONP1",0
"LONP2",0
"LONRF1",0
"LONRF2",0
"LONRF3",0
"LOR",0.2061
"LOR",-0.2814
"LOX",-0.3108
"LOXHD1",0
"LOXL1",0
"LOXL2",0.0038
"LOXL3",0
"LOXL4",-0.0201
"LOXL4",-0.5382
"LPA",0
"LPAAT-delta",0
"LPAAT-gamma1",0
"LPAAT-THETA",-1.8833
"LPAL2",0
"LPAR1",0
"LPAR2",0
"LPAR3",0
"LPAR4",0
"LPAR5",0
"LPAR6",0
"LPCAT1",0
"LPCAT2",0
"LPCAT3",0
"LPCAT4",0
"LPGAT1",0
"LPHA",0
"LPHB",0
"LPHN1",2.4257
"LPHN1",0.02
"LPHN2",-0.7764
"LPIN1",-0.627
"LPIN2",-0.0518
"LPIN2",0.4197
"LPIN3",0
"LPL",0
"LPO",0
"LPP",0
"LPPR5",0
"LPTS",0
"LPXN",-0.1564
"LQFBS-1",0
"LQK1",0.4069
"LR8",0
"LRAP",0.1446
"LRAP",-1.0156
"LRAT",0
"LRBA",1.9946
"LRCH1",0
"LRCH2",0
"LRCH4",0
"LRCOL1",0
"LRDD",0
"LRFN1",0
"LRFN2",0
"LRFN3",0
"LRFN4",0
"LRFN5",0
"LRG1",0
"LRGUK",0
"LRIF1",0
"LRIG1",0
"LRIG2",-0.2
"LRIG3",0.6404
"LRIT1",0
"LRIT2",0
"LRMP",0
"LRP1",0
"LRP10",0
"LRP11",-0.9128
"LRP12",-0.0812
"LRP12",-0.4433
"LRP16",0
"LRP1B",0
"LRP2",0
"LRP2BP",0
"LRP3",0
"LRP4",0
"LRP5",0
"LRP5L",0.4138
"LRP6",0
"LRP8",0
"LRPAP1",0
"LRPPRC",-0.1453
"LRR1",0
"LRRC1",1.8104
"LRRC10",0
"LRRC10B",0
"LRRC14",0
"LRRC14B",0
"LRRC15",-0.4083
"LRRC15",-0.0312
"LRRC15",-0.0279
"LRRC17",0
"LRRC18",0
"LRRC19",0
"LRRC2",-0.1407
"LRRC2",0.4454
"LRRC20",0.3771
"LRRC23",0
"LRRC24",0
"LRRC25",0
"LRRC26",0
"LRRC27",0
"LRRC28",0
"LRRC29",0
"LRRC3",0
"LRRC30",0
"LRRC31",0
"LRRC32",0
"LRRC34",0
"LRRC36",0
"LRRC37A",0
"LRRC37A2",0.1337
"LRRC37A2",0.0621
"LRRC37A3",0
"LRRC37A5P",0
"LRRC37B",0
"LRRC38",0
"LRRC39",0
"LRRC3B",0
"LRRC3C",0
"LRRC4",0
"LRRC40",0
"LRRC41",0
"LRRC42",0
"LRRC43",0
"LRRC45",0
"LRRC46",0
"LRRC47",0
"LRRC49",0
"LRRC4B",0
"LRRC4C",0
"LRRC50",0.2998
"LRRC51",0.4217
"LRRC51",0.484
"LRRC51",0.186
"LRRC52",0
"LRRC56",0
"LRRC57",0
"LRRC58",0
"LRRC59",0
"LRRC6",-0.1624
"LRRC61",0
"LRRC63",0
"LRRC66",0
"LRRC69",0
"LRRC7",-0.137
"LRRC70",0
"LRRC71",0
"LRRC72",0
"LRRC73",0
"LRRC74A",0
"LRRC75A",0
"LRRC75B",0
"LRRC8A",-0.7676
"LRRC8A",0.0155
"LRRC8B",-0.2434
"LRRC8B",-0.3218
"LRRC8C",-0.3701
"LRRC8D",0.3244
"LRRC8E",0
"LRRCC1",0
"LRRD1",0
"LRRFIP1",-2.0249
"LRRFIP1",-0.5936
"LRRFIP2",1.4252
"LRRFIP2",6.2162
"LRRIQ1",0
"LRRIQ2",-0.0566
"LRRIQ2",0.5402
"LRRIQ3",0
"LRRIQ4",0
"LRRK1",0
"LRRK2",0
"LRRN1",0
"LRRN2",0
"LRRN3",0
"LRRN4",0
"LRRN4CL",0
"LRRN6A",-0.0219
"LRRN6A",-0.0851
"LRRTM1",0
"LRRTM2",0
"LRRTM3",0
"LRRTM4",-0.1165
"LRSAM1",0
"LRTM1",0.4654
"LRTM2",0
"LRTOMT",0
"LRWD1",0
"LSAMP",0
"LSG1",0
"LSM1",0
"LSM10",0
"LSM11",0.5314
"LSM12",0
"LSM14A",0
"LSM14B",0
"LSM2",0
"LSM3",0
"LSM4",-0.8623
"LSM4",-0.2551
"LSM5",0
"LSM6",-0.4853
"LSM7",0
"LSM8",0
"LSMD1",-0.1891
"LSMD1",0.0607
"LSMEM1",0
"LSMEM2",0
"LSP1",0
"LSR",0
"LSR68",0
"LSR7",0
"LSS",-0.4185
"LST1",0
"LTA",0
"LTA4H",0.0334
"LTB",0.2154
"LTB4R",0
"LTB4R2",0
"LTBP1",0
"LTBP2",0
"LTBP3",0
"LTBP4",0
"LTBR",0
"LTC4S",0
"LTF",0
"ltk",0
"LTK",0
"LTV1",0
"LUC7A",0
"LUC7L",0
"LUC7L2",1.0235
"LUC7L3",0
"LUM",0
"LURAP1",0
"LURAP1L",0
"LUZP1",-0.2014
"LUZP2",0
"LUZP4",0.273
"LUZP6",0
"LVRN",0
"LW-1",0
"LXN",0
"LY6D",-0.1375
"LY6E",0
"LY6G5B",0
"LY6G5C",0
"LY6G6C",0.0947
"LY6G6D",0
"LY6G6E",0
"LY6G6F",0
"LY6H",0
"LY6K",0.0437
"LY6K",1.8739
"LY6K",-0.4845
"LY75",0
"LY86",0
"LY9",0
"LY94",0
"LY95",0
"LY96",-0.1515
"LYAR",0
"LYG1",0
"LYG2",0
"LYL1",-0.4692
"LYN",0
"LYNX1",0
"LYPD1",0
"LYPD2",0
"LYPD3",0.1523
"LYPD4",0
"LYPD5",0
"LYPD6",0
"LYPD6B",0
"LYPD8",0
"LYPLA1",0.6406
"LYPLA1",0.9512
"LYPLA2",0
"LYPLA3",-0.7476
"LYPLAL1",-0.3435
"LYRM1",-1.6766
"LYRM2",0
"LYRM4",0
"LYRM7",0
"LYRM9",0
"LYSMD1",0
"LYSMD2",0
"LYSMD3",0.0038
"LYSMD3",-0.2873
"LYSMD4",0
"LYST",0
"LYVE1",0
"LYZ",0
"LYZL4",0
"LYZL6",0
"LZ16",0
"LZIC",0
"LZIP",0
"LZLP",0
"LZTFL1",0.1235
"LZTFL1",0.6882
"LZTR1",0.0219
"LZTS1",0.4047
"LZTS1-AS1",0
"LZTS2",0
"LZTS3",0
"M14087",0
"M1AP",0
"M1LP",0
"M31157",0
"m6b1",0
"M6PR",0
"MA5",0
"MAB21L1",0
"MAB21L2",0
"MAB21L3",0
"MACC1",0
"MACF1",0.1955
"MACF1",-0.7786
"MACROD1",0
"MACROD2",0
"MACROH2A2",0
"MAD",0
"MAD1L1",0
"MAD2L1",0
"MAD2L1BP",0
"MAD2L2",0
"MADCAM1",0
"MADD",0
"MADH6",0
"MADH9",0
"MADHIP",0
"MAEA",0
"MAEL",0.0615
"MAF",0.3105
"MAF",2.6088
"MAF1",0.4549
"MAFA",0.2868
"MAFB",0.409
"MAFF",-0.6164
"MAFG",-0.1135
"MAFIP",0
"MAFK",-0.8946
"MAFK",-0.467
"MAG",0
"MAGE1",0
"MAGEA1",0
"MAGEA10",0
"MAGEA11",0
"MAGEA12",0
"MAGEA13P",0
"MAGEA2",0
"MAGEA3",0
"MAGEA4",0
"MAGEA5",-0.6077
"MAGEA6",0
"MAGEA8",0
"MAGEA9",0
"MAGEA9B",0
"MAGEB1",0
"MAGEB10",0
"MAGEB16",0
"MAGEB17",0
"MAGEB18",0
"MAGEB2",0
"MAGEB3",0
"MAGEB4",0
"MAGEB5",0
"MAGEB6",0
"MAGEC1",0
"MAGEC2",0
"MAGEC3",0
"MAGED1",0.0137
"MAGED1",0.0358
"MAGED2",-0.1722
"MAGED2",-0.192
"MAGED4",0
"MAGED4B",0
"MAGEE1",0
"MAGEE2",0
"MAGEF1",0.3521
"MAGEH1",0
"MAGEL2",0
"MAGI-3",0
"MAGI1",0
"MAGI2",0
"MAGIX",0
"MAGOH",0
"MAGOHB",0
"MAGT1",0
"MAIL",0
"MAJIN",0
"MAK",0
"MAK16",0
"MAL",0
"MAL2",0.4373
"MALAT1",-0.01
"MALL",0.035
"MALL",-0.2401
"MALSU1",0
"MALT1",0.5771
"MALT1",-0.1892
"MAMDC2",-0.2737
"MAMDC4",0
"MAML1",3.4042
"MAML1",-0.3649
"MAML2",-0.1771
"MAML3",-0.0778
"MAMLD1",0
"MAMSTR",0
"MAN1",0
"MAN1A1",-0.1998
"MAN1A1",0.0228
"MAN1A2",0
"MAN1B1",0
"MAN1C1",0.5015
"MAN1C1",-0.0172
"MAN1C1",-0.0665
"MAN2A1",0
"MAN2A2",0
"MAN2B1",0
"MAN2B2",0
"MAN2C1",0
"MANBA",-0.167
"MANBAL",0
"MANEA",0
"MANEAL",0.196
"MANF",0
"MANSC1",-0.763
"MANSC4",0
"MAOA",0
"MAOB",0
"MAP",0
"MAP1A",0
"MAP1B",0
"MAP1LC3A",0
"MAP1LC3B",0.5966
"MAP1LC3B",-0.8168
"MAP1LC3B2",0
"MAP1LC3C",0
"MAP1S",0
"MAP2",-0.4265
"MAP2",-1.0404
"MAP2K1",2.5638
"MAP2K1IP1",-1.2265
"MAP2K2",0
"MAP2K3",-0.1659
"MAP2K3",0.5717
"MAP2K4",0
"MAP2K5",0
"MAP2K6",0
"MAP2K7",-0.0039
"MAP3K1",0.0458
"MAP3K10",0
"MAP3K11",0
"MAP3K12",-0.0341
"MAP3K13",-0.0698
"MAP3K13",-0.2586
"MAP3K14",0.6237
"MAP3K15",0
"MAP3K19",0
"MAP3K2",0
"MAP3K3",0
"MAP3K4",0
"MAP3K5",-0.697
"MAP3K6",-0.7789
"MAP3K7",0
"MAP3K7CL",0
"MAP3K7IP2",0
"MAP3K7IP3",0
"MAP3K8",0
"MAP3K9",0
"MAP4",0
"MAP4K1",0
"MAP4K2",0
"MAP4K3",-0.2439
"MAP4K3",-0.3976
"MAP4K4",0
"MAP4K5",0
"MAP6",-0.2053
"MAP6D1",0
"MAP7",0
"MAP7D1",0
"MAP7D2",0
"MAP7D3",0
"MAP9",0
"MAPK1",-6.2029
"MAPK1",-0.4421
"MAPK10",-0.2234
"MAPK11",0
"MAPK12",0
"MAPK13",0.0399
"MAPK13",0.2709
"MAPK14",0.0822
"MAPK14",0.0584
"MAPK15",0
"MAPK1IP1L",0
"MAPK3",-0.6497
"MAPK4",0
"MAPK6",-0.5406
"MAPK6",0.1865
"MAPK7",0
"MAPK8",0
"MAPK8IP1",0.0876
"MAPK8IP1",-0.2221
"MAPK8IP2",0
"MAPK8IP3",-0.2129
"MAPK8IP3",0.1015
"MAPK9",0
"MAPKAP1",0
"MAPKAPK2",0
"MAPKAPK3",0
"MAPKAPK5",0
"MAPKBP1",-1.4136
"MAPKBP1",0.3898
"MAPRE1",-0.1109
"MAPRE1",2.605
"MAPRE2",0
"MAPRE3",0.1564
"MAPT",0
"42795.0000",0
"42796.0000",0
"42795.0000",0
"42804.0000",0
"42805.0000",0
"42796.0000",0
"42797.0000",0
"42798.0000",0
"42799.0000",0
"42800.0000",0
"42801.0000",0
"42802.0000",0
"42803.0000",0
"MARCKS",0.0451
"MARCKSL1",0
"MARCO",0
"MARK",0
"MARK1",0.1083
"MARK1",0.1066
"MARK2",0
"MARK3",0.0238
"MARK4",0.2966
"MARKL1",0
"MARS",-0.3233
"MARS",1.6198
"MARS2",0
"MARVELD1",0
"MARVELD2",0
"MARVELD3",0
"MAS1",0
"MAS1L",0
"MASA",0
"MASK-BP3",0.3778
"MASP-2",0
"MASP1",0
"MASP2",0
"MAST1",0
"MAST2",0
"MAST3",-0.1961
"MAST4",0.0092
"MASTL",0.1678
"MASTL",0.3996
"MAT1A",0
"MAT2A",-0.1959
"MAT2A",-0.316
"MAT2B",1.1516
"MAT2B",-0.0433
"MATK",0.2557
"MATN1",0
"MATN2",-0.2399
"MATN2",-0.2392
"MATN3",0
"MATN4",0
"MATR3",0
"MAU2",0
"MAVS",0
"MAWBP",0
"max",0
"MAX",0.0777
"MAX",-0.019
"MaxiK",0
"MAZ",0.0132
"MAZ",0.2575
"MB",0
"MB2",0
"MB21D1",0
"MB21D2",0
"MBD1",-0.4075
"MBD1",-0.0166
"MBD2",-0.8914
"MBD2",0.0277
"MBD3",0.2136
"MBD3",-0.566
"MBD3L1",-0.7689
"MBD3L2",-0.0708
"MBD3L3",0
"MBD3L4",0
"MBD3L5",0
"MBD4",0.5305
"MBD5",-0.1364
"MBD6",0
"MBIP",0
"MBL1P1",0
"MBL2",0
"MBLAC1",0
"MBNL1",0
"MBNL2",0.1327
"MBNL2",-0.0977
"MBNL3",0.1251
"MBOAT1",0.2859
"MBOAT2",0
"MBOAT4",0
"MBOAT7",0
"MBP",0
"MBP1",0
"MBTD1",0
"MBTPS1",0
"MBTPS2",0
"MC1R",-0.0256
"MC1R",-0.2971
"MC2R",0
"MC3R",0
"MC4R",0
"MC5R",0
"MCAM",0
"MCAT",0
"MCC",-0.017
"mccb",0
"MCCC1",-0.3306
"MCCC2",-0.5561
"MCCD1",0
"MCEE",0.9597
"MCEMP1",0
"MCF2",0
"MCF2L",0
"MCF2L2",0
"MCFD2",0
"Mch2",0
"MCHR1",0
"MCHR2",0
"MCIDAS",0
"MCJ",0
"MCL1",-0.2918
"MCL1",-0.1014
"MCL1",-0.5115
"MCM10",2.0611
"MCM10",1.0425
"MCM2",-1.39
"MCM3",-0.2713
"MCM3AP",0
"MCM3APAS",-0.0216
"MCM3APAS",-0.0681
"MCM4",-1.2384
"MCM5",-0.7205
"MCM6",-0.1505
"MCM7",-0.3362
"MCM8",0.5668
"MCM8",6.2684
"MCM9",0
"MCMBP",0
"MCMDC1",0.1174
"MCMDC2",0
"MCOLN1",0.221
"MCOLN2",0
"MCOLN3",0
"MCP",0
"MCP-1",0
"MCPH1",0
"MCPH1-AS1",0
"MCPR",0
"MCRIP1",0
"MCRIP2",0
"MCRS1",0
"MCSP",0
"MCT-1",0
"MCT2",0
"MCTP1",0.1014
"MCTP1",0.1413
"MCTP2",-0.1382
"MCTP2",-0.0382
"MCTS1",-0.1507
"MCU",0
"MCUB",0
"MCUR1",0
"MD-2",0
"MDA5",0
"MDC1",0.9345
"MDFI",-0.3701
"MDFIC",0.4596
"MDFIC",-0.0413
"MDGA1",0
"MDH1",0
"MDH1B",0
"MDH2",0
"MDK",0
"MDM1",0
"MDM2",0.0289
"MDM2",0.1944
"MDM4",0.1306
"MDM4",0.128
"MDN1",0
"MDP1",0
"mdr1",0
"MDS003",0
"MDS006",0
"MDS009",0
"MDS010",0
"MDS012",0
"MDS013",0
"MDS014",0
"MDS018",0
"MDS023",0
"MDS024",0
"MDS025",0
"MDS028",0
"MDS029",0
"MDS030",0
"MDS031",0
"MDS032",0
"MDS033",0
"MDS1",0
"ME1",0.7764
"ME1",1.4532
"ME2",-1.2893
"ME2",-0.9421
"ME3",0
"MEA",0
"MEA1",0
"MEA11",0
"MEAF6",0
"MECOM",0
"MECP2",-0.253
"MECP2",-0.1475
"MECR",0
"MED1",0
"MED10",-2.1524
"MED10",0.14
"MED11",-0.7945
"MED12",0.0882
"MED12L",-0.0252
"MED13",0
"MED13L",0
"MED14",0
"MED15",0
"MED16",0
"MED17",0
"MED18",-0.6755
"MED19",-0.7197
"MED20",0
"MED21",0
"MED22",0
"MED23",0
"MED24",0
"MED25",-0.0779
"MED26",0
"MED27",0
"MED28",0.0362
"MED28",-1.0247
"MED29",0
"MED30",0
"MED31",-1.5469
"MED4",0.0071
"MED6",0.2631
"MED6",0.283
"MED7",0
"MED8",-0.8717
"MED8",-0.1456
"MED9",0.8729
"MED9",0.2032
"MEF2A",-0.084
"MEF2A",-0.1721
"MEF2C",-0.2684
"MEF2D",0.0537
"MEFV",0
"MEG3",-0.0908
"MEG3",0.2099
"MEGF10",0
"MEGF11",0
"MEGF4",0
"MEGF6",0.2482
"MEGF6",0.4491
"MEGF8",0
"MEGF9",0
"MEGT1",0
"MEI1",0
"MEIG1",0
"MEIOB",0
"MEIOC",0
"MEIS1",0.1057
"MEIS2",-0.0487
"MEIS2",-0.0721
"MEIS3",-0.3768
"MEIS3",-0.1698
"MEIS3P1",-0.7414
"MELK",0
"MELTF",0
"MEMO1",0
"MEN1",-0.2633
"MEN1",0.3416
"MEOX1",-0.4187
"MEOX2",-0.0035
"MEP1A",0
"MEP1AP1",0
"MEP1B",0
"MEPCE",0
"MEPE",0
"MERTK",0
"MESDC1",1.635
"MESDC2",0
"MESP1",-0.0463
"MESP1",0.4085
"MESP2",0
"MEST",0.576
"MET",0
"METAP1",0
"METAP1D",0
"METAP2",-0.2164
"METAP2",-0.1227
"METH1",0
"METRN",0
"METRNL",0
"METT5D1",-0.1336
"METT5D1",-0.3182
"METTL1",0
"METTL10",0
"METTL11B",0
"METTL12",0
"METTL13",0
"METTL14",0
"METTL15",0
"METTL16",0
"METTL17",0
"METTL18",0
"METTL21A",0
"METTL21B",0
"METTL21C",0
"METTL22",0
"METTL23",0
"METTL24",0
"METTL25",0
"METTL26",0
"METTL2A",0
"METTL2B",0
"METTL3",0
"METTL4",0
"METTL5",0
"METTL6",0
"METTL7A",-1.5937
"METTL7B",0.1557
"METTL8",-0.5054
"METTL9",0
"MEX3A",0
"MEX3B",0
"MEX3C",0
"MEX3D",0
"MFAP1",0
"MFAP2",0
"MFAP3",0
"MFAP3L",-0.0197
"MFAP3L",0.1761
"MFAP4",0
"MFAP5",0
"MFF",0
"MFGE8",0.1527
"MFGE8",-0.061
"MFHAS1",0
"MFI2",0
"MFN1",0
"MFN2",0
"MFNG",0.4898
"MFNG",0.1835
"MFRP",0
"MFSD1",1.2909
"MFSD10",0
"MFSD11",0
"MFSD12",0
"MFSD13A",0
"MFSD14A",0
"MFSD14B",0
"MFSD14C",0
"MFSD2",-0.0455
"MFSD2A",0
"MFSD2B",0
"MFSD3",-2.161
"MFSD4A",0
"MFSD4B",0
"MFSD5",0
"MFSD6",0
"MFSD6L",0
"MFSD7",0
"MFSD8",0
"MFSD9",0
"MG61",0
"MGA",-0.4462
"MGA",0.0917
"MGA",0.1124
"MGAM",0
"MGAM2",0
"MGARP",0
"MGAT1",0
"MGAT2",0
"MGAT3",0
"MGAT4A",0
"MGAT4B",-0.8027
"MGAT4C",-0.0331
"MGAT4D",0
"MGAT5",0.0955
"MGAT5B",0
"MGB1",0
"MGC:5244",0
"MGC10334",0
"MGC10471",0
"MGC10520",0
"MGC10715",0
"MGC10731",0
"MGC10764",0
"MGC10765",0
"MGC10771",0
"MGC10772",0
"MGC10791",0
"MGC10796",0
"MGC10814",0
"MGC10818",0
"MGC10848",0
"MGC10902",0
"MGC10924",0
"MGC10946",0
"MGC10963",0
"MGC10986",0
"MGC10993",0
"MGC11230",0
"MGC11242",0
"MGC11256",0
"MGC11257",-0.4438
"MGC11266",0
"MGC11271",0
"MGC11279",0
"MGC11332",-0.1407
"MGC11332",-0.8031
"MGC11335",0
"MGC11349",0
"MGC11352",0
"MGC1136",0
"MGC1203",0
"MGC1223",0
"MGC12904",0
"MGC13005",0
"MGC15634",0.0571
"MGC16169",0.1043
"MGC16384",0
"MGC17330",-0.4228
"MGC17330",-0.3394
"MGC21874",-0.3038
"MGC2217",0
"MGC2376",0
"MGC2383",0
"MGC24039",0.3639
"MGC24039",-0.0084
"MGC24039",0.3141
"MGC24103",0
"MGC24125",0.1552
"MGC2454",0
"MGC2463",0
"MGC2470",0
"MGC2479",0
"MGC2487",0
"MGC2491",0
"MGC2494",0
"MGC2508",0
"MGC2550",0
"MGC2577",0
"MGC2592",0
"MGC2594",0
"MGC2601",0
"MGC2603",0
"MGC2615",0
"MGC2616",0
"MGC2628",0
"MGC26356",0.1688
"MGC2652",0
"MGC2654",0
"MGC2655",0
"MGC2656",0
"MGC2668",0
"MGC26963",-0.302
"MGC2718",0
"MGC2731",0
"MGC2742",0
"MGC2745",0
"MGC2747",0
"MGC2752",0
"MGC2771",0
"MGC2776",0
"MGC2780",0
"MGC2827",0
"MGC2835",0
"MGC2849",0
"MGC2875",0
"MGC2963",0
"MGC29671",-0.3958
"MGC29891",-0.1837
"MGC29891",0.0912
"MGC2991",0
"MGC3020",0
"MGC3032",0
"MGC3035",0
"MGC3036",0
"MGC3037",0
"MGC3038",0
"MGC3048",0
"MGC3062",0
"MGC3067",0
"MGC3103",0
"MGC3113",0
"MGC3121",0
"MGC3123",0
"MGC3129",0
"MGC3130",0
"MGC3133",0
"MGC3136",0
"MGC3146",0
"MGC3156",0
"MGC3162",0
"MGC3178",0
"MGC3180",0
"MGC3184",0
"MGC3196",0
"MGC3213",0
"MGC3260",0
"MGC3262",0
"MGC3265",0
"MGC3279",0
"MGC3295",0
"MGC3329",0
"MGC34796",0
"MGC3731",0
"MGC3771",0
"MGC4054",0
"MGC4090",0
"MGC4093",0
"MGC4161",0
"MGC4170",0
"MGC4171",0
"MGC4172",0
"MGC4174",0
"MGC4179",0
"MGC4276",0
"MGC4278",0
"MGC4289",0
"MGC4293",0
"MGC4294",0
"MGC4309",0
"MGC4342",0
"MGC4368",0
"MGC4504",0
"MGC4606",0
"MGC4645",0
"MGC4659",0
"MGC4663",0
"MGC4692",0
"MGC4827",0
"MGC4859",-0.0055
"MGC5139",-4.2884
"MGC5178",0
"MGC52110",-0.225
"MGC5242",0
"MGC5297",0
