"Gene","FOXP1"
"SERTAD2",-0.1846
"SERTAD3",0.1174
"SERTAD4",-0.164
"SERTM1",0
"SESN1",0.0729
"SESN1",-0.0825
"SESN2",0
"SESN3",-0.3064
"SESTD1",0
"set",0
"SET",0
"SET07",0
"SETBP1",0.2953
"SETD1A",-0.1433
"SETD1B",-0.3909
"SETD2",-0.1735
"SETD2",-0.8535
"SETD3",-0.3135
"SETD4",0
"SETD5",0
"SETD6",0
"SETD7",-0.3068
"SETD7",-0.1297
"SETD8",-1.1993
"SETD8",-0.143
"SETD9",0
"SETDB1",-0.7636
"SETDB1",-1.0212
"SETDB2",0
"SETMAR",0
"SETX",-0.1968
"SEZ6",0
"SEZ6L",0
"SEZ6L2",0
"SF1",0.103
"SF3A1",0
"SF3A2",0
"SF3A3",0
"SF3B1",0
"SF3B2",0
"SF3B3",0
"SF3B4",0
"SF3B5",0
"SF3B6",0
"SFI1",0
"sflt",0
"SFMBT1",-0.1343
"SFMBT2",-0.3346
"SFN",0
"SFPQ",-0.7752
"SFR1",0
"SFRP1",0
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SFRS1",0
"SFRS12",-0.0083
"SFRS15",-0.4828
"SFRS17A",0
"SFRS2",0
"SFRS2IP",0
"SFRS3",0
"SFRS6",-2.9962
"SFRS6",-5.2717
"SFRS7",0
"SFRS9",0.2558
"SFSWAP",0
"SFT2D1",0
"SFT2D2",0
"SFT2D3",0
"SFTA1P",0
"SFTA2",0
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0
"SFXN1",0
"SFXN2",-0.2938
"SFXN3",-0.3529
"SFXN3",-0.3939
"SFXN4",0
"SFXN5",0
"SGCA",0
"SGCB",-0.2924
"SGCD",0
"SGCE",0
"SGCG",0
"SGCZ",0
"SGEF",0
"SGF29",0
"SGIP1",-0.349
"SGIP1",0.0492
"SGK",0.6957
"SGK1",0
"SGK2",-0.0247
"SGK2",0.0036
"SGK223",0
"SGK3",0.0501
"SGKL",0
"SGLT2",0
"SGMS1",0
"SGMS2",0
"SGO1",0
"SGO2",0
"SGOL1",-0.3815
"SGOL1",-0.6916
"SGOL2",0
"SGP28",0
"SGPL1",0.2516
"SGPL1",0.0392
"SGPP1",0
"SGPP2",0.1368
"SGPP2",0.5587
"SGRF",0
"SGSH",-0.1274
"SGSM1",0
"SGSM2",0
"SGSM3",0
"SGT1",0
"SGTA",0
"SGTB",0
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",-0.5356
"SH2B2",0
"SH2B3",-0.1666
"SH2D1A",0
"SH2D1B",0
"SH2D2A",0
"SH2D3A",-0.1388
"SH2D3C",-0.0997
"SH2D4A",-0.5251
"SH2D5",-0.1903
"SH2D5",0.1488
"SH2D7",0
"SH3BGR",0
"SH3BGRL",0
"SH3BGRL2",0
"SH3BGRL3",0
"SH3BP1",-0.5128
"SH3BP1",-0.6215
"SH3BP2",0
"SH3BP4",-0.5965
"SH3BP5",0
"SH3BP5L",0
"SH3D19",-0.8443
"SH3D19",-0.1578
"SH3D21",0
"SH3D5",0
"SH3GL1",0
"SH3GL2",0
"SH3GL3",0
"SH3GLB1",0
"SH3GLB2",0
"SH3KBP1",-0.1867
"SH3KBP1",-0.882
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",-0.3697
"SH3PXD2B",-0.4348
"SH3RF1",-0.4544
"SH3RF1",-0.8101
"SH3RF2",0
"SH3RF3",0
"SH3TC1",0
"SH3TC2",0.0114
"SH3TC2",0.1815
"SH3YL1",0.4332
"SHANK",0
"SHANK1",0
"SHANK3",0
"SHARPIN",0
"SHB",-0.3809
"SHB",-0.4159
"SHBG",0
"SHC1",0.7241
"SHC1",-0.8388
"SHC2",0
"SHC3",0
"SHC4",-0.0409
"SHC4",0.2189
"SHCBP1",-1.2846
"SHCBP1L",0
"SHD",0
"SHE",0
"SHF",-0.6114
"SHF",-0.213
"SHFM1",0
"SHH",0.0697
"SHISA2",0
"SHISA3",0
"SHISA4",0
"SHISA5",0
"SHISA6",0
"SHISA7",0
"SHISA9",0
"SHKBP1",0
"SHMT",0
"SHMT1",0
"SHMT2",0.1726
"SHMT2",1.8956
"SHOC2",0
"SHOX",0.0239
"SHOX",0.1978
"SHOX2",-0.2805
"SHPRH",0
"SHQ1",0
"SHROOM1",0.3824
"SHROOM2",0
"SHROOM3",0
"SHROOM4",0
"SHTN1",0
"SI",0
"SIAE",0
"SIAH1",-0.034
"SIAH2",-1.003
"SIAH3",0
"SIAHBP1",-0.1029
"SIAHBP1",-0.1056
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0
"SIDT2",-0.414
"SIG11",0
"SIGIRR",0.3559
"SIGLEC1",0.3642
"SIGLEC1",-0.0216
"SIGLEC10",0
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",0
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",-0.072
"SIGLEC7",-0.2946
"SIGLEC8",-1e-04
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",0
"SIK1",0
"SIK2",0
"SIK3",0
"SIKE1",0
"sIL-6R",0
"SIL1",0
"SIM1",-0.6906
"SIM2",0.0925
"SIMC1",0
"SIN3A",-0.6444
"SIN3B",0
"SIP1",0
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",0
"SIPA1L1",0
"SIPA1L2",0
"SIPA1L3",0
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",0
"SIRPB1",-0.0559
"SIRPB1",-0.051
"SIRPB2",0
"SIRPD",0
"SIRPG",0
"SIRT1",-0.154
"SIRT2",-0.0398
"SIRT3",0.2171
"SIRT3",-0.1687
"SIRT3",3.1971
"SIRT4",0.1882
"SIRT5",-0.4373
"SIRT5",2.0626
"SIRT6",-0.2275
"SIRT7",1.9224
"SIT1",0
"SIVA1",-0.1098
"SIX1",0.2032
"SIX2",0.0026
"SIX3",-0.2739
"SIX4",-0.0608
"SIX5",0.1647
"SIX6",-0.0059
"SKA1",0
"SKA2",0
"SKA3",0
"SKAP1",-0.3709
"SKAP2",0.7303
"SKB1",0
"SKI",0.2473
"SKI",0.7325
"SKIDA1",0
"SKIL",0.3149
"SKIV2L",0
"SKIV2L2",0
"SKP1",0
"SKP1A",0
"SKP2",-1.8056
"SLA",0
"SLA/LP",-0.2305
"SLA/LP",-0.0054
"SLA2",0.0423
"SLAIN1",0
"SLAIN2",0
"SLAMF1",0
"SLAMF6",0
"SLAMF7",0
"SLAMF8",0
"SLAMF9",0
"SLBP",1.0616
"SLC10A1",0
"SLC10A2",0
"SLC10A3",0
"SLC10A4",-0.0347
"SLC10A5",0
"SLC10A6",0
"SLC10A7",-0.0314
"SLC10A7",0.4509
"SLC11A1",-0.1543
"SLC11A1",-0.0356
"SLC11A2",0
"SLC12A1",0
"SLC12A2",0
"SLC12A3",0
"SLC12A4",0
"SLC12A5",0
"SLC12A6",-0.2108
"SLC12A7",0
"SLC12A9",0
"SLC13A1",0
"SLC13A2",0
"SLC13A3",0
"SLC13A4",-0.0657
"SLC13A5",0
"SLC14A1",0
"SLC14A2",0
"SLC15A1",0
"SLC15A2",-0.2507
"SLC15A3",0
"SLC15A4",0
"SLC15A5",0
"SLC16A1",0
"SLC16A10",0.1061
"SLC16A11",0
"SLC16A12",0
"SLC16A13",0
"SLC16A14",0
"SLC16A2",0
"SLC16A3",-0.9347
"SLC16A4",-0.6048
"SLC16A5",-1.1168
"SLC16A6",0
"SLC16A7",0
"SLC16A8",0
"SLC16A9",-0.3424
"SLC17A1",0
"SLC17A2",0
"SLC17A3",0
"SLC17A4",0
"SLC17A5",0
"SLC17A6",0
"SLC17A7",-0.485
"SLC17A8",0
"SLC18A1",0
"SLC18A2",0
"SLC18A3",0
"SLC18B1",0
"SLC19A1",0
"SLC19A2",0
"SLC19A3",0
"SLC1A1",-0.1238
"SLC1A1",-0.1079
"SLC1A2",0
"SLC1A3",-1.9379
"SLC1A3",-0.1699
"SLC1A4",-0.7132
"SLC1A4",-0.4386
"SLC1A5",0
"SLC1A6",0
"SLC1A7",0
"SLC20A1",0.3352
"SLC20A1",-2.2796
"SLC20A2",-0.6666
"SLC21A11",0
"SLC21A12",0
"SLC21A14",0
"SLC21A3",0
"SLC21A8",0
"SLC22A1",0
"SLC22A10",0
"SLC22A11",-0.231
"SLC22A12",0
"SLC22A13",0
"SLC22A14",0
"SLC22A15",0.9249
"SLC22A16",0
"SLC22A17",0.042
"SLC22A18",0
"SLC22A18AS",0
"SLC22A2",0
"SLC22A20",0
"SLC22A23",0
"SLC22A24",0
"SLC22A25",0
"SLC22A3",0
"SLC22A4",-0.0234
"SLC22A5",0
"SLC22A6",0
"SLC22A7",0
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",-0.2488
"SLC23A3",0
"SLC24A1",0
"SLC24A2",0
"SLC24A3",-0.053
"SLC24A3",-0.009
"SLC24A4",0
"SLC24A5",0
"SLC24A6",0.1281
"SLC25A1",-0.2805
"SLC25A10",0
"SLC25A11",0
"SLC25A12",0
"SLC25A13",-2.6937
"SLC25A13",0.0611
"SLC25A14",0
"SLC25A15",0
"SLC25A16",0.141
"SLC25A17",0
"SLC25A18",0
"SLC25A19",0
"SLC25A2",0
"SLC25A20",-0.3328
"SLC25A21",0
"SLC25A22",0
"SLC25A23",-1.3699
"SLC25A23",-1.0308
"SLC25A24",0
"SLC25A25",1.0894
"SLC25A25",-0.5505
"SLC25A26",0
"SLC25A27",0
"SLC25A28",0
"SLC25A29",0
"SLC25A3",0
"SLC25A30",0
"SLC25A31",0
"SLC25A32",0
"SLC25A33",0
"SLC25A34",0
"SLC25A35",0
"SLC25A36",0
"SLC25A37",-0.2383
"SLC25A37",-0.0482
"SLC25A38",-1.4887
"SLC25A39",0
"SLC25A4",1.7842
"SLC25A40",-0.2768
"SLC25A40",-0.0807
"SLC25A40",0.0373
"SLC25A41",-0.0045
"SLC25A42",0
"SLC25A43",0
"SLC25A44",0
"SLC25A45",0
"SLC25A46",0
"SLC25A47",0
"SLC25A5",0
"SLC25A5-AS1",0
"SLC25A51",0
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",0
"SLC25A6",0.2035
"SLC26A1",0
"SLC26A10",-0.1927
"SLC26A10",-0.2126
"SLC26A11",0
"SLC26A2",-0.543
"SLC26A3",0
"SLC26A4",0
"SLC26A5",0
"SLC26A6",0
"SLC26A7",0
"SLC26A8",0
"SLC26A9",0
"SLC27A1",0
"SLC27A2",0
"SLC27A3",-0.4761
"SLC27A4",0
"SLC27A5",0
"SLC27A6",0
"SLC28A1",0
"SLC28A2",0
"SLC28A3",0
"SLC29A1",0
"SLC29A2",0
"SLC29A3",0
"SLC29A4",0
"SLC2A1",-0.2083
"SLC2A10",0
"SLC2A11",0
"SLC2A12",0.455
"SLC2A13",0
"SLC2A14",0
"SLC2A2",0
"SLC2A3",-0.3451
"SLC2A3",-0.7653
"SLC2A4",-0.2427
"SLC2A4",-0.0206
"SLC2A4RG",-0.0181
"SLC2A4RG",0.0922
"SLC2A5",0
"SLC2A6",0
"SLC2A7",0
"SLC2A8",0
"SLC2A9",0
"SLC30A1",-1.8649
"SLC30A1",-0.6419
"SLC30A10",0
"SLC30A2",0
"SLC30A3",0
"SLC30A4",-0.1133
"SLC30A5",0
"SLC30A6",0
"SLC30A7",0
"SLC30A8",0
"SLC30A9",-0.6059
"SLC31A1",0
"SLC31A2",0
"SLC32A1",0
"SLC33A1",0.1763
"SLC34A1",0
"SLC34A3",0
"SLC35A1",-1.4707
"SLC35A1",0.0089
"SLC35A2",-0.0416
"SLC35A2",0.1628
"SLC35A3",0
"SLC35A4",0
"SLC35A5",0
"SLC35B1",0.9867
"SLC35B2",0.526
"SLC35B3",0
"SLC35B4",-0.1786
"SLC35B4",0.0883
"SLC35C1",0
"SLC35C2",0
"SLC35D1",0
"SLC35D2",-0.8303
"SLC35D3",0
"SLC35E1",0
"SLC35E2",0
"SLC35E2B",0
"SLC35E3",0.3323
"SLC35E3",0.0239
"SLC35E4",-0.1033
"SLC35F1",0
"SLC35F2",0
"SLC35F3",0
"SLC35F4",0
"SLC35F5",0
"SLC35F6",0
"SLC35G1",0
"SLC35G2",0
"SLC35G3",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",-0.2781
"SLC36A2",0
"SLC36A3",0
"SLC36A4",0
"SLC37A1",0
"SLC37A2",0
"SLC37A3",-0.6722
"SLC37A3",-0.4375
"SLC37A3",-0.5953
"SLC37A4",0
"SLC38A1",0
"SLC38A10",0
"SLC38A11",0
"SLC38A2",-0.4853
"SLC38A2",0.0313
"SLC38A3",0
"SLC38A4",0
"SLC38A5",0.649
"SLC38A6",0
"SLC38A7",0
"SLC38A8",0
"SLC38A9",0
"SLC39A1",0
"SLC39A10",0
"SLC39A11",-0.932
"SLC39A11",-0.3754
"SLC39A12",0
"SLC39A14",0
"SLC39A2",0
"SLC39A3",0.2779
"SLC39A3",-0.0719
"SLC39A3",0.5068
"SLC39A4",0
"SLC39A5",0
"SLC39A6",5.6075
"SLC39A6",-0.502
"SLC39A7",0
"SLC39A8",-0.2175
"SLC39A9",0.1215
"SLC3A1",0
"SLC3A2",0
"SLC40A1",0
"SLC41A1",0
"SLC41A2",0
"SLC41A3",0
"SLC43A1",-0.2075
"SLC43A2",1.404
"SLC43A2",-0.2779
"SLC43A3",-2.9261
"SLC43A3",-2.5913
"SLC44A1",0
"SLC44A2",0
"SLC44A3",-0.4775
"SLC44A4",0
"SLC44A5",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",0
"SLC46A1",0
"SLC46A2",0
"SLC46A3",0
"SLC47A1",0
"SLC47A2",0
"SLC48A1",0
"SLC4A1",0
"SLC4A10",0
"SLC4A11",0
"SLC4A1AP",0
"SLC4A2",0
"SLC4A4",-0.0415
"SLC4A4",-0.0219
"SLC4A5",0
"SLC4A7",0
"SLC4A8",-0.0568
"SLC4A9",0
"SLC50A1",0
"SLC51A",0
"SLC51B",0
"SLC52A1",0
"SLC52A2",0
"SLC52A3",0
"SLC5A1",0.4322
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",-1.3006
"SLC5A3",0.2229
"SLC5A4",0
"SLC5A5",0
"SLC5A6",4.3765
"SLC5A6",-1.0298
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",0
"SLC6A14",2.0252
"SLC6A15",-0.2757
"SLC6A15",-0.2526
"SLC6A15",-0.2419
"SLC6A16",0
"SLC6A17",0
"SLC6A18",0.305
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",0
"SLC6A8",0.9926
"SLC6A8",-1.0722
"SLC6A9",0
"SLC7A1",0
"SLC7A10",0.1002
"SLC7A11",-0.2625
"SLC7A13",0
"SLC7A14",0
"SLC7A2",-0.1327
"SLC7A3",0
"SLC7A4",0
"SLC7A5",-0.9907
"SLC7A6",-0.1098
"SLC7A6",-0.3773
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",1.7555
"SLC7A9",0
"SLC8A1",-0.1005
"SLC8A1",-0.2243
"SLC8A2",0.0326
"SLC8A3",0
"SLC8B1",0
"SLC9A1",0
"SLC9A2",0
"SLC9A3",0.0901
"SLC9A3R1",0.3986
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0.1231
"SLC9A6",0
"SLC9A7",0
"SLC9A8",0
"SLC9A9",0.1139
"SLC9A9",-0.0777
"SLC9B2",0
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0.0074
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",0.0921
"SLCO3A1",0.2057
"SLCO4A1",0.0341
"SLCO4C1",-0.043
"SLCO4C1",-0.1283
"SLCO5A1",0.2807
"SLCO6A1",0
"SLF1",0
"SLF2",0
"SLFN11",-0.5202
"SLFN12",0
"SLFN13",0
"SLFN14",0
"SLFN5",-0.1563
"SLFNL1",0
"SLIRP",0
"SLIT1",0
"SLIT2",0
"SLITRK1",0
"SLITRK2",0
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",0.0175
"SLK",0
"SLMAP",0
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",-0.4571
"SLPI",-0.5887
"SLTM",-0.5228
"SLTM",-2.9199
"SLU7",0
"SLURP1",-0.1518
"SLX1B",0
"SLX4",0
"SLX4IP",0
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",-1.5851
"SMAD1",-0.2223
"SMAD2",0.2781
"SMAD3",-1.5527
"SMAD3",-0.3202
"SMAD4",0.2738
"SMAD5",0.1149
"SMAD6",-0.4711
"SMAD7",0.0915
"SMAD9",0.1697
"SMAGP",0
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",0
"SMAP2",0
"SMARCA1",2.7326
"SMARCA2",0.2851
"SMARCA2",-0.5989
"SMARCA4",-0.8382
"SMARCA4",0.1604
"SMARCA5",-0.0533
"SMARCA6",0
"SMARCAD1",2.0874
"SMARCAL1",-0.5952
"SMARCB1",-1.3414
"SMARCC1",0.5785
"SMARCC1",-0.8012
"SMARCC2",-0.0982
"SMARCC2",-0.7382
"SMARCD1",-0.0991
"SMARCD1",-1.878
"SMARCD2",-0.9288
"SMARCD3",0.5859
"SMARCE1",0
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",-4.8444
"SMC1A",-0.6209
"SMC2",0
"SMC3",0
"SMC4",0
"SMC5",0
"SMC6",-0.2941
"SMCHD1",0
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",-0.0163
"SMCR7",0
"SMCR7L",-1.646
"SMCR7L",-0.7703
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",0
"SMG5",-2.4788
"SMG6",0
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",-0.6037
"smoc1",0
"SMOC1",0.8328
"SMOC1",-2.3825
"SMOC2",0
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",0
"SMPD3",0
"SMPD4",0
"SMPDL3A",-0.7236
"SMPDL3A",-0.6222
"SMPDL3B",-0.4697
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",0.274
"SMURF1",-0.0432
"SMURF2",-0.1625
"SMURF2",-0.0538
"SMYD1",0.078
"SMYD2",0
"SMYD3",-0.4033
"SMYD3",-4.4898
"SMYD4",0.3592
"SMYD4",0.1094
"SMYD5",-0.7286
"SN",0
"S0.0G1",0.0272
"S0.0I1",0
"S0.0I2",0.2427
"S0.0I3",0
"S0.0P23",-0.7153
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",-0.268
"S0.0PC2",-1.1078
"S0.0PC3",-0.0608
"S0.0PC4",0.7153
"S0.0PC4",-0.8198
"S0.0PC5",3.3376
"S0.0PC5",-0.9258
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0.2492
"SNCG",0
"SND1",0.0683
"SND1-IT1",0
"SNED1",0
"SNF1LK",-0.7198
"SNF1LK",-0.552
"SNF1LK",-0.6249
"SNF8",-0.2342
"SNFT",-0.0931
"SNHG5",0
"SNHG8",-0.9583
"SNIP1",-0.201
"SNIP1",-0.3701
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",-0.831
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",0.0157
"SNRK",-0.0347
"SNRK",0.0705
"SNRNP200",0
"SNRNP25",0
"SNRNP27",0
"SNRNP35",0
"SNRNP40",0
"SNRNP48",0
"SNRNP70",0
"SNRPA",-0.3135
"SNRPA",1.0017
"SNRPA",1.1248
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",0
"SNRPD2",-0.0454
"SNRPD3",0
"SNRPE",0
"SNRPEP2",0
"SNRPF",0
"SNRPG",0
"SNRPN",-0.2047
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",-0.4561
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",0
"SNURF",0.0131
"SNURFL",0
"SNW1",0.2556
"SNX 3A",0
"SNX1",1.5968
"SNX10",0
"SNX11",-1.3556
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",0
"SNX17",-1.7409
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",0
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",0.7085
"SNX5",0
"SNX6",-0.1617
"SNX7",0
"SNX8",0
"SNX9",-0.4264
"SNX9",-1.03
"SOAT1",-1.1499
"SOAT1",0.0228
"SOAT1",-2.2343
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",-0.041
"SOCS1",0.2981
"SOCS2",-0.8477
"SOCS2",-0.2176
"SOCS3",0.0852
"SOCS3",-0.0987
"SOCS4",0
"SOCS5",-0.1744
"SOCS5",8e-04
"SOCS6",0
"SOCS7",0
"SOD1",0
"SOD2",-0.5607
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0.4827
"SOHLH1",-0.0273
"SOHLH2",0.0075
"SOHLH2",-0.2295
"SOLH",0
"SON",0
"SORBS1",0.101
"SORBS1",-0.057
"SORBS1",-0.6161
"SORBS2",0
"SORBS3",-5.0017
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",0
"SORL1",0
"SORT1",-1.0556
"SORT1",-0.0543
"SOS1",-0.2739
"SOS2",0
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0.1126
"SOX1",-1.3329
"SOX10",-0.2572
"SOX10",-0.3205
"SOX11",0.2975
"SOX11",-0.0409
"SOX12",-0.1003
"SOX12",-0.6209
"SOX13",-0.2192
"SOX14",0.5583
"SOX15",-0.3823
"SOX17",-0.0208
"SOX17",2.9256
"SOX18",2.5496
"SOX2",-0.3335
"SOX2",-0.4057
"SOX21",-0.0224
"SOX21",0.1168
"SOX3",-0.7035
"SOX3",0.0844
"SOX30",-0.3097
"SOX4",-1.9281
"SOX4",1.4648
"SOX5",0.0829
"SOX5",0.0159
"SOX5",-0.1115
"SOX6",0.1021
"SOX7",0.1855
"SOX7",0.1998
"SOX8",-0.4441
"SOX8",-3.8805
"SOX9",0.6196
"SP1",0.0548
"SP1",0.1455
"SP100",-0.136
"SP100",0.1503
"SP100",-0.1232
"SP100-B",0
"SP110",0.9893
"SP140",0
"SP140L",0
"SP192",0
"SP2",-0.0373
"SP2",-0.2195
"SP3",0.8597
"SP3",-0.8103
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",0.1315
"SP5",-4.3225
"SP5",0.0979
"SP6",0
"SP7",0.0959
"SP8",0
"SP9",0
"SPA17",2.8401
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",-0.143
"SPAG1",0.0111
"SPAG11A",0
"SPAG11B",0
"SPAG16",-0.3567
"SPAG16",0.0573
"SPAG17",0
"SPAG4",0
"SPAG5",0
"SPAG6",0.1116
"SPAG6",0.0557
"SPAG7",0
"SPAG8",0
"SPAG9",0
"SPAM1",-0.4207
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",0
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",-0.2764
"SPATA18",0.6922
"SPATA18",-0.2975
"SPATA18",-0.4706
"SPATA19",0
"SPATA2",0
"SPATA20",-0.4812
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",-2.067
"SPATA6",-0.3414
"SPATA6",-0.0579
"SPATA6L",0
"SPATA7",0.0357
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",-0.2716
"SPATS2L",0
"SPBC25",-3.2377
"SPBPBP",0
"SPC25",0
"SPCS1",0
"SPCS2",-0.1493
"SPCS3",-0.0171
"SPDEF",0.2881
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",0.0551
"SPEN",-0.3663
"SPEN",-0.7602
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",0.4573
"SPG4",0
"SPG7",-0.2022
"SPG7",-0.0246
"SPG7",-0.8277
"SPHAR",0.8807
"SPHK1",-1.1184
"SPHK2",0
"SPHKAP",0
"SPI1",-0.0732
"SPIB",-0.4731
"SPIB",-0.0012
"SPIC",-0.1965
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",0
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",-0.2883
"SPINK5L3",0
"SPINK6",-0.2955
"SPINK7",0
"SPINK8",0
"SPINK9",0
