Gene,Trial_Gene
CDKN2A,-0.013474316
ALDH5,0.008134335
DKFZp434C198,0.005197394
DKFZp564C047,-0.650043769
DKFZp761J17121,0.0122617
heat shock factor 2,-0.019765733
CDC16,0.669877295
CDC16,-0.000113034
101F6,-0.004957189
IKK-alpha,0.030608058
TCRA,-0.013612751
TCRA,0.009896958
DKFZp434J087,-0.015495068
TFPI,0.060249879
PRKCI,-0.143840269
PRKCI,0.013399908
TC1,0.607349621
DKFZp586G2120,2.893031357
PRKCB1,0.005141022
hIRH,-0.356897324
Eab1,0.051624064
ASTN2,-0.100576851
PTS,0.60109801
HCR,0.015055952
CAST,0.023446591
RHAMM,-0.187939644
hUGTrel7,-0.022269094
CSF1,0.043014347
SCCA1,-0.008147765
CAP3,0.016019919
ca xi,-0.165464907
OCTS3,0.00741247
BCRP,-0.160256514
SOX13,0.011288725
KIAA0705,-0.020910743
GS2,-0.023229102
Itch,-0.11093454
TGFB3,0.045389033
KIAA1083,0.028797899
REG1A,-0.012960502
DKFZp586H1322,-0.10625543
BTF5,-0.107576338
CD24,0.01280539
gro-beta,0.032665313
hFOLT1,0.010437801
Trip230,0.101227076
DKFZp434D166,-0.034760549
T-Star,0.059511403
JAG2,-0.061561136
cPLA2 gamma,0.015633811
APPILS,-0.037192777
KIAA0411,-0.167584185
NPAT,0.017590946
KRT16A,0.054674076
IPL,0.002157261
KIAA0086,-0.090697288
hPMS2,0.013061262
NFI,-0.020078263
SFTP3,0.093669864
Ich-1,-0.005168641
TCRG,0.016657711
DVS27,-0.674630431
PPT2,0.070109134
IL16,0.005583296
KIAA0386,-0.147413794
NHERF-2,0.005036005
CDT1,-0.061574995
RAIDD,-0.073347349
DKFZp566K013,-0.147470153
DKFZp761K2424,-0.010712324
RAD51C,-0.024707461
DKFZp434D1812,-0.329385675
KLK2,0.009088994
AblBP3,0.037582524
TRIM9,-0.036972329
FRAT2,-0.051675244
LEC3,-0.000664673
scr2,-0.144012218
hXllL,-0.000763791
ACDP2,0.025723258
nephropontin,0.011926434
KIAA0148,-0.028720428
BCSG1,0.079843002
LAT,0.00026006
ROC1,-3.321816792
SLC4A7,-0.024594376
MYL1,-0.003767412
db,0.579430403
FIR,0.009203146
DKFZp762B2310,0.298624379
FRP1,0.004118851
FRP1,-0.010792946
HNFAG09,0.060211084
ITSN2,0.07292215
KIAA0415,0.028176513
hxCT,-2.670586307
BRAP2,0.148578829
BRAP2,0.035327108
PARC,-0.185162346
ABF-1,0.002761249
NEMO,0.009534937
ATP2C1,0.016595696
ATP2C1,0.007716565
clarp,-0.264625955
ADPRT3,-0.063839838
B1,-0.039442787
MINOR,0.102452579
HGF,-0.002088155
EPOR,0.264688361
EPOR,0.020461192
SCA7,0.002894788
TRAD-d1,-0.039190731
ERRG2,0.000794183
hCREM-2,0.010380617
IL1BCE,0.118067711
NFKBIL1,0.027561197
BUB3,-0.001241243
CYP2E1,-0.356701123
CYP2E1,0.002403202
RED1,0.148102587
SHMT,-0.063050446
NEUREXIN II,0.001124026
GASC-1,-0.05690298
ZNF268,-0.028847071
HG20,0.022409276
mdr1,-0.070939095
mdr1,0.009831576
SOCS-1,0.007172042
GOSR2,0.081566177
MAP2,-0.254615545
MALT1,0.022555011
NB-1,0.014444412
UbcH9,-0.006923126
APE,-0.017697593
ORC3,-0.022511754
HERG,0.009739573
PRKCT,-0.019277005
KCC2,-0.094365956
FKSG44,-0.011475989
NRAMP2,-0.081499209
TPI1,-0.119504101
cAMP-GEFI,0.056269975
PDEG,-0.009764944
SZF1,-0.013831909
SZF1,0.006823186
UPK1B,-0.023195201
AQP4,-0.007070591
CTSU,0.12163197
SRp40,0.004661345
RAGE,-0.026267547
ABCR,0.002032203
hairless,0.050526119
ARC,0.108506025
IGFBP1,0.245198395
ABCA2,0.046702068
ABCA2,0.002485582
HNF-3beta,0.011043414
MED6,-4.110273924
CaCC1,-0.00297786
NAG8,-0.379229035
HPS,0.154941231
IL1A,-0.266543046
Kir1.3,-0.273315688
DKFZp761O15121,0.007913331
BCRG1,0.014251138
PSG11,0.132191152
TM7SF2,-0.00430596
OG12,0.000506849
RGSZ1,0.687659729
GAS3,0.003884783
INHA,0.015941257
ANX14,-0.512702081
cPLA2,-0.211396574
MIR cl-10,0.006327738
htMART,-0.202243012
FIST3,-0.039968962
RED,0.013160437
NAD(P)+ -dependent malic enzyme,-0.000564945
NAD(P)+ -dependent malic enzyme,-0.012479999
XPF,0.020294487
DNase I,0.092116725
TIL3,-0.031119169
TEF,0.019435006
C6,0.108802509
KIAA0420,-0.251619533
CREM,0.007946783
DKFZp564I0682,0.829328865
ZNFB7,-0.004318196
Kir7.1,0.06145059
CABP1,0.008282924
ITGAX,0.004124001
HSPA1L,-0.065676014
CRYAA,0.038929243
NOT4H,0.060619542
B3GALT4,-0.052521433
CHLR1,0.011918497
eIF6,0.007962023
TFR2,-0.10222248
REC1,0.006689904
SP100-B,-0.059976774
SP100-B,-0.376549305
frizzled,-0.544508567
MR1B,-0.026896459
MR1D,-0.052538596
DLGAP2,0.553212709
CSF2,0.107091839
CSF2,0.008120468
set,0.00432295
CDC42,0.018573426
IL1RAP,0.069737112
P53TG1,-0.027111309
SUR1,0.02734891
SUR1,0.003741627
WNT7a,0.087532973
ADSL,-0.017454943
KIAA0358,0.022073817
TC3,-0.629100837
HTm4,0.278781024
CUL4B,-0.015720177
RGS13,0.033818573
GAPDL5,-0.04484245
POU5FLC12,-0.00207941
NFX2,0.60273945
RGS6,-0.022186931
NDRF,-0.043096482
CYP2B,0.043214857
ZNF216,0.012157447
DKFZp564B162,0.019430429
DKFZp564B162,-0.176722841
BT,-0.028283986
sflt,0.004776796
TSC501,0.201883476
PCDH11,0.003449835
tapasin,0.01185418
FHL1,0.01454786
GES,0.017764445
XDH,0.003215817
MAB21L2,0.004675507
MAB21L2,0.434759817
DKFZp434K111,-0.004225742
RECQL5 alpha,0.138419721
FGF5,-0.038089095
SYN2,-0.132697295
RBP3,-0.007615855
UTY,0.015073791
h-tektin-t,0.028539996
C8G,0.02862565
CD1A,0.041483767
AGXT,0.05856416
AGXT,-0.012128078
GNMT,0.008930016
NEDL1,-0.016682693
ACHE,0.083231988
PCIP1,-0.216113438
ZNF42,0.026571414
HSC54,0.01934169
KIAA0835,-0.000545312
TPO,0.005522515
SLC22A6,0.021804057
PNUTL2,-0.066533697
ING1,0.031309939
DKFZp434P2326,0.164070498
NAT1,-0.00323917
PTHLH,0.105837844
ELF2,-0.024334463
SCN2B,-0.000626947
SCN2B,-0.02044894
AML1,0.124196403
OATP-C,0.05573607
PIG12,-0.061035158
KIAA0327,-0.014704612
TPD52L2,-0.291278643
ELK1,0.007341635
SA,-0.340721864
TLK1,0.025783822
CACNA1G,0.009621361
SCN1A,0.475578401
FCT3A,0.047522878
FUT6,0.023829054
ROMK1,-0.160978117
DKFZp566K144,0.00740845
HGC6.4,-0.171273866
MSH5,-0.029610562
hNR3,-0.091743906
SCCA2,-0.02976286
FLRT1,0.025212327
PI4Kb,-0.006076215
BARX2,-0.103726803
KIAA0702,0.067021399
KIAA0702,-0.01244817
NRAMP1,0.000517004
GOLGA5,0.001657963
HRS,0.027531003
ALPP,0.035607142
SCN3A,-0.000532
st2,-0.014580565
FABP6,0.097299595
CSBP,0.01281984
PKLR,-0.170709859
DKFZp566G013,0.003539779
hiGIRK2,-0.004265672
PCYT1B,0.001746974
hpUb-R5,0.053220024
hpUb-R5,0.005877543
BLZF1,0.172433784
DKFZp434F122,0.060429608
SNAP50,-0.034334324
6-Oct,-0.040320312
JNK1A2,0.051790289
MYO6,-0.070693386
DKFZp564N1623,0.069984527
LA0024A,0.040665338
NAG18,-0.142670733
CYP-33,-0.002270338
ADH7,-0.199617426
INHBA,-0.25858433
HLA-G,-0.316285867
TCF1,0.035194565
CDH8,0.136294117
16G2,0.019543087
16G2,-0.018182319
MR1C,-0.187576084
MSH4,-0.293101077
SPAM1,0.005019433
MIHC,-0.045134881
PRKDC,-0.006223842
ITSN2,-0.029355982
hmrp-2a,0.196496287
hmrp-2a,0.006802657
CDC25,0.009071774
CSF1,-0.004923417
DKFZp564B0482,-0.154405202
GREB1,0.200013987
JNK2B1,-0.017269635
NPD011,0.011296162
NPD011,0.062934022
CYP4F8,0.111332106
TRIM10,0.083295031
TRIM10,0.007662103
EWSZSG fusion,0.004890415
DKFZp586K0922,0.31714915
KIAA1649,0.154870191
KIAA1649,-0.010548041
RHD,0.029212026
spermidinespermine N1-acetyltransferase,0.00570096
spermidinespermine N1-acetyltransferase,0.007123318
PRB1,-0.054425238
BGP,0.059991499
NRP1,0.044549786
KIAA0905,0.007774362
PEX,-0.061509942
KIAA0474,0.086398113
HYAL1,0.018322654
GAP,-0.28507856
CDK10,-0.041885694
LST1,0.004498788
RAD52,-0.006052687
NF1,-0.95136368
KRT10,-0.017558552
TAC1R,0.04638437
APG5L,-0.009575945
GPCR-Br,-0.003364235
GC36,-0.108126587
iPLA2,0.006846387
SNX 3A,0.000829712
BAF250a,0.007701887
DRT,0.005599052
BCKDHB,-0.028198741
TRAIL-R4,0.213595811
FKHRL1P2,0.057838569
hcdcrel2b,0.000767834
LIR-6,0.002796844
TFPIbeta,-0.005030941
TFPIbeta,-0.464305608
IDS,-0.004289333
KNP-I,-0.050510318
AP-2B,-0.002226259
PPY,0.066101968
JNK1B1,0.052252603
PCDH-alpha12,0.066283521
CRARF,-0.005877869
UPH,0.009876009
DKFZp762B0211,0.295898648
HDNB1UFD2,-0.008383073
CLDN14,0.14369602
NKG2-F,-0.012837147
MID1,-0.001921107
HHCMA56,-0.031169545
PTGIS,0.004882466
3Cl,-0.09790375
TRIM5,-0.058712953
hPMSR6,-0.024297438
kop,0.002393409
XB51,-0.009261311
PAK5,0.001770577
max,-0.012073702
TUB,0.0777551
NBC,0.015293936
HNF6,0.065112331
EphB1,0.004727727
N2,-0.011545766
DAB2,0.010781807
pros-30,0.000955249
grb7V,0.083478219
HP,0.030824259
CYR61,-0.112589812
CSE1,-0.024339755
CSE1,0.147256417
Gar-1,0.139432397
FPR2,0.13633964
DKFZp762E1112,0.004074658
TCF3,-1.06E-05
SIP1-beta,-0.004892438
hNMDAR1-4b,0.00530423
FLI-1,0.003712786
CAMKKB,-0.029568562
CGM1,0.007919382
NUP98,0.03459738
OASL,-0.069894818
sMAP,0.02412302
5-HT1D~,-0.017308674
TRXR2A,-0.000415037
SLC8A1,-0.016054359
DKFZp434N2321,0.066648528
MCT2,-0.055814196
NOH1,0.013161274
osf-2,-0.080342179
htrp3,-0.032188408
BACH1,0.007920513
DKFZp564C1362,-0.004855921
PTPsigma,0.007630872
RAD17,0.006426918
ESE-1,0.131651182
ARNT,0.012545337
PON2,-0.042085144
PDE4D,0.001218672
PDE4D,0.005911166
KIAA0051,-0.012204511
NRP2,0.01649352
NRP2,0.076510358
TRIM14,-0.024783057
DR3,0.005598263
HVPS41,-0.010774127
SCN12A,-0.496872475
GREB1,-0.008565191
ATM,-0.017085607
CLN3,0.009791465
LIBC,-0.002317498
HFE,0.012620676
NOT4-N,-0.012220163
NOT4-N,0.033153849
DKFZp434C0515,-0.049517148
IGF2,0.01786821
EPLG8,0.011268768
TRIM15,0.015042259
P53TG1,0.307844131
EVC,-0.013260204
GTF2I,-0.018079778
B7-2,-0.100731702
POU5FLC1,-0.003115097
mm-1,-0.000789245
apoargC,0.004138345
Id2B,0.013649534
GST,0.057960068
CDH20,0.035840664
TCRB,0.012750571
CD44,-0.043895198
FKSG30,0.041099948
HER-2,0.025232477
RNF6,-0.094025546
RNF6,-0.001995559
PDX-1,-0.001611482
IPF1,0.140837043
mGluR1,0.002118846
mGluR1beta,0.007039901
ST3Gal VI,0.009148019
LYST,-0.004619878
PAP2-a2,0.020402233
LEF1,0.000664508
TILZ4a,0.431591249
TILZ4a,0.0288573
FMR2,-0.006342117
cg-nap,0.006925411
glycogenin-2,-0.001860645
glycogenin-2,0.01107203
TCRA,0.007294266
HBGF-R,0.011432348
PFKM,-0.038960779
GRK6,0.01204781
HLA-DRA,0.008877796
SP100,-0.027459361
LAMA4*-1,-0.018177804
LAMA4*-1,0.024697073
Fc-gammaRIIC,-0.014390172
gp130,0.030075049
LAT,0.00588832
hsp70,-0.159934372
NF2,-0.008498546
DKFZp564K0164,-0.187536413
NF2,-0.002309167
NF2,-0.010277556
PDE6C,0.052035534
NF1,-0.042603287
NF1,-0.025704917
CNCG2,0.011717375
NF-ATcC,0.034844191
SUPT3H,0.11600497
aik3,0.030163241
Jak3B,0.002143426
Jak3B,0.18283271
HGC6.3,0.121895948
KCC1,-0.017835717
white,0.095157736
SIP1-gamma,0.004999122
SIP1-delta,-0.002203076
NHE2,0.265976079
DOKDEL,-0.008634843
H174,-0.004717962
hNMDAR1-3b,0.012785914
h-SmLIM,-0.005357637
ED1,0.003054208
ED1,0.281375266
ED1,0.004908997
ED1,0.002844813
ED1,0.026423888
ATP2C1A,0.003295702
NOT3,0.020278907
HLA,0.013223314
NAK1,0.014809631
CD3G,-0.003956165
IFNA,-0.010285198
VkII-A23,0.128494969
P2X6,-0.001538966
UTY,-0.068068731
GHV,0.001914988
OMI,0.010538431
sOdftrance,-0.015043058
p16INK4a,0.047548961
ACTN1,-0.302524802
DcR1,0.037546967
EPHA3,-0.281371007
ERK,-0.017405893
GLK,0.022023818
KIAA0221,0.022211339
PPP1R3,0.002951834
PDE10A,0.010023782
PDE10A2,0.002771106
AML1AMP19 fusion,-0.194165256
AML1 delta-N,0.049524707
AML1AMP19 fusion,-0.004109702
AML1AMP19 fusion,0.013734132
aie-75,0.004982874
CD84,-0.007161091
CD84,0.003727716
CD84,0.318674559
CD84,0.002842269
p40,-0.172437221
p73H,-0.105610272
DBT,0.462022481
GL50,0.011559111
FSHR,-0.006038117
RBBP2H1,0.145061555
CNTN1,-0.070887073
LACS5,-0.008810281
CASK,-0.308806915
SH2D1A,0.01638225
SH2D1A,0.011984792
SH2D1A,0.024660071
ORC5L,-0.030284222
ORC5L,-0.053981587
hLH-2,0.017103954
DKFZp434L151,0.129300263
PROP1,0.02173554
BSEP,0.004969678
FUT5,0.046965475
GALR2,0.110544963
PCDH11,0.001312864
RAD17,0.004621187
GLP-1,0.006540341
ESR,0.014281402
FGFR4,-0.000519703
ADAM7,-0.02821924
ADAM7,0.008840561
KIAA0384,0.020185514
CHRD,0.013799424
Rh50,0.008090288
BT2.1,0.014726738
KIAA0023,0.019717484
GAD65,-0.012778094
HANF,-0.193696056
IL2R,-0.005006537
DAGK1,-0.0636589
TBX1,-0.000539009
TBX1,0.166808828
UBE3A,0.009464057
GM-CSF-RA3,0.032909103
GM-CSF receptor,0.028068072
CDC2L2,0.031435721
CYP2A6,0.014693133
UbC1,0.003849834
TP53,0.001303252
KCND3,0.074554125
PSMALGCP III,0.005483168
CD89,0.00802585
BAZ1B,0.003358235
PTPRO,0.034406889
ITPR1,0.004448063
DKFZp434P144,0.004784314
HFE,-0.008052234
HFE,-0.01533853
HFE,-0.019722825
HFE,-0.018700659
HFE,-0.051891784
HFE,-0.012339613
HFE,0.009006962
IFNA,-0.082181946
OTF1,0.245226051
COL4A2,0.006382902
hPEPT1-RF,0.008372722
HGC6.1.2,0.008005921
HGC6.1.2,0.006138412
CAGH16,-0.018895246
PAL,-0.259743628
NP94,0.016395116
MOR1,-0.004435801
TIPR,0.02503982
PI13,-0.008908056
PCDH-alpha2,0.016904015
IL1BCE,-0.027675754
IL1BCE,-0.058274655
IL1BCE,-0.045597676
AD3LPAD5,0.032582826
beta3GalNAcT-1,-0.032615056
DKFZp434F2427,-0.005961333
hCAP1b,-0.012260116
CTG26,0.000675155
KIR-123FM,0.009997899
EWSZSG fusion,0.002291685
Fc-gammaRIIC,-0.021885196
Fc-gammaRIIC,0.057662696
K-sam,-0.013496738
K-sam,0.121958407
K-sam,0.040741541
K-sam,-0.020483729
GCNF,0.011783649
VCXB,0.012403621
IFNA,-0.012285751
KIR2DL5.3,0.009299012
LDLR-FUT,0.096293522
DKFZp761A19121,-0.122658272
SSXTSSX4 fusion,0.00238196
GNAQ,0.009929193
byk,0.014513265
rse,0.023514695
DKFZp761J197,0.024248661
CRAM-A,0.007631716
HSSG1,0.015157888
CYP3A43,0.00141172
CYP3A43,-0.003679944
CYP3A43,-0.005636291
FKSG17,0.002092495
DKFZp434E169,0.009063345
RGS6,0.029127237
GTBP,0.167594469
GTBP,-0.02207413
hirk2,-0.006870285
FKSG51,0.016305687
IFP38,-0.044229518
TTY9,-0.056277862
TBL1,0.031783564
ZIC4,-0.438658534
Mch2,-0.008444992
FUT6,0.035308851
RECQL5 gamma,0.000708933
STRL33,0.004950029
SULT1C1,-0.011097065
RAB36,-0.000275619
COL4A6,-0.071545677
CD26,-0.170770561
HTR1C,0.003174394
OATP,0.002447048
OATP,-0.261906587
CAMKB,0.005445937
DSCAM,0.08256453
KCNQ2,0.008518949
SLC4A4,-0.009080894
NKX3A,-0.00123809
NKX3A,0.005270072
DKFZp564J1516,-0.002981498
IL8,0.004848264
hGH-V,0.011128974
ASY,0.008196545
CRH2R,0.014094078
IL5R,0.167825276
IL5R,0.006148565
BMP-4,0.016119813
GluH1,0.001117452
p80HTNKFB-2,0.413122113
HLA-G2.2,0.004874785
HLA-G,0.008038928
HLA-G3,0.015269834
PRB1,-0.059662078
PDGFA,0.056461265
TAK1,0.022012997
RB1,-0.0140702
mnb,0.017904215
GRK6,-0.002556759
GHRHRpsv,0.004086299
GHRHRpsv,0.065333317
NACP,-0.01376401
LIS1,0.014769183
PGDH,0.052166074
EGFR,0.144348699
EGFR,0.018686072
P5CDh,-0.037371662
APAF1,0.008631447
GC-S-beta-1,0.063772855
OATPRP2,0.00033266
RMP,0.001101905
EEN-B2-L4,-0.254659821
Hin-3,-0.030585109
SPN,0.392622332
KIAA0550,0.297215376
pgH3,0.008455184
SLC23A1,0.012405173
IGF1,0.022407919
LST1,0.00792561
LST1,0.016596447
NPAT,0.005308873
NPAT,0.328882067
CHRNA3,-0.007908227
CACNL1A1,0.008960217
hMAST205,0.025619029
MRPL9,0.003662875
MRPS11,-0.014608138
lig-1,0.077874583
tprmet fusion,-0.003100813
GLEPP1,-0.054093066
trp-1,-0.011858786
hHLP1,0.013444324
Vbeta 12.3,0.081443461
Creb-rp,0.005010449
5HT2,0.00243377
ALDOAP2,0.307206007
ALPI,0.009344263
ALPP,0.007617782
AML1EAP,0.004086582
AR,-0.245618786
CSNK2B,0.138655253
DRD2,0.01325461
estrogen receptor-related protein,0.026377466
FTHP1,0.002999637
gsh-s,-0.016015305
IGH@,-0.005010182
IGH@,-9.39E-05
IGH@,0.015835896
IGH@,-0.000289554
IGH@,0.200657255
IgK,-0.001571279
LAMB1,-0.060542311
LBP,0.001803648
HLA-DQB1,0.020120256
YM-1,0.154775307
HLA-DQB1,0.024150509
NCA,-0.356943266
NKEFB,-0.053871619
PTAFR,0.006967608
por,0.003788372
SOS2,-0.010909905
TARBP-b,0.000580952
TCRA,-0.02400967
PLAU,-0.030012003
SSX3,0.004779338
ARC20,-0.008683213
NECL1,0.004241875
GABBR2,0.005662357
UGT2B28,0.00541208
KIR3DL1,0.001070872
KIR3DL2,0.007504916
TMPRSS2,0.006461719
IRTA1IGHA1,0.085869117
FKSG81,-0.155697575
MUC1,-0.044272824
HBB,0.003445156
HBA1,0.005915317
TRO,-0.0047065
TRO,0.017228965
BBP,0.143202923
SPIN2,-0.034322346
TREX2,0.114091095
ALR,0.000595124
HKvbeta2.2,-0.000335909
ABI2B,0.020490175
TCRBV13S1-TCRBJ2S1,0.000115061
HLA-Cw*1701,-0.324290005
UNP,0.000144539
CACNA1G,0.011556697
CDK2deltaT,-0.027275732
CDK2deltaT,-0.055530362
NCX1,0.007376332
PCDH-gamma-B5,0.011951948
COL13A1,0.013969987
PCDH-alpha6,0.008426812
beta3GalNAcT-1,-0.019716119
GIRK4,0.032856964
SH3P12,0.011186389
GPErik,0.006180103
GPErik,0.023740065
NAC,0.077066185
NAC,0.097234505
Kv4.3,0.010468852
TNIK,-0.041516113
DRY12,0.016739355
CACNA1I,0.001627014
thTPO,0.001818217
p73Lp63p51p40KET,-0.008376661
MOG,0.002270009
PTA,0.01974368
PCDH-alpha5,0.004815564
PDE4D,0.012867897
NCKX,-0.007918989
CYP3A7,-0.00760533
CGM2,0.00320157
HCE1A,0.018801618
BRCA1,-0.011175859
ATRN,0.018266281
CD28,-0.011375577
CD28,-0.000158144
HFE,-0.003541636
FER1L3,-0.016412265
fzr2,0.006849061
HFE,-0.002611076
PCDH-alpha10,0.01154135
iNOS,-0.009481572
PCDH-alpha3,-0.005211162
GNB5,-0.011805962
RGS11,-0.001252788
PCDH-gamma-A9,0.004343914
PCDH-gamma-A10,0.023072427
PCDH-gamma-A11,0.001362836
PCDH-gamma-A11,0.017203059
IgM,0.49166816
PCDH-gamma-A3,0.030043791
PCDH-gamma-A1,7.56E-05
FUT6,0.026493856
BGPa,0.10611032
FUT6,0.036817755
TBX5,0.015460071
SR-A,0.002594579
BGP,0.092810271
CAPN3,-0.028497021
Asef,0.007469331
CYP8A1,0.0077856
SEZ6L,0.008151149
CRHR1,-0.00513644
EphB1,0.006285105
TRAF4,-0.023348108
PDE4A,0.025145818
TCRA,0.001054229
c-mpl-K,0.012587902
RAD52,-0.006175189
ITGB4,0.008765705
SCCA2,0.24338191
Par-6 beta,0.009657053
IGHM,0.02305881
HLA-B,0.000990222
NF1,0.012962355
TUB4q,0.01103413
FBI12,0.290154262
CAT,-0.029077279
SUPAR,-0.242196473
KIAA0325,0.001377768
KIAA0069,-0.031976428
EIF4B,-0.166480371
KIAA0462,-0.649487236
KIAA0035,-0.001372684
KPNB3,-0.001707144
KIAA1624,0.044803119
COL4A1,0.084920582
TOP2B,2.708679264
SMARCE1,0.384061199
HLA-DPA1,-0.298786393
HLA-DPA1,0.012690228
H3F3B,-0.000216403
KIAA0365,0.179602505
DKFZp566C0424,0.016731282
KIAA0230,0.084936816
KIAA1067,0.006754096
ERK1,-0.007979584
KIAA0676,-0.027040768
KIAA0182,0.045641913
DKFZp727M231,0.005465951
KIAA0332,-0.074248451
KIAA0611,0.058745337
KIAA0729,-0.131136539
KIAA0515,-0.148211556
KIAA0887,-3.359092079
KIAA0062,-3.862843732
RFP,-0.013256003
DKFZp564D116,-0.04039594
RANGAP1,0.041361391
DKFZp434D1335,0.142045705
KIAA0638,-0.00569454
KIAA0219,0.004552116
KIAA0648,0.677063114
KIAA0264,0.641842811
KIAA0842,0.07673921
KIAA1089,0.103228879
KIAA0461,0.048591471
KIAA1250,-3.722004992
DKFZp434D2050,-0.160927521
MT2A,-0.009006741
PTGDS,0.002012948
KIAA0864,-0.278478453
DKFZp564G2022,0.172735918
DKFZp586E041,0.016025984
KIAA0567,-0.01587209
KIAA0436,-3.300773729
KIAA0077,0.059893966
ALDH1,-0.505852121
KIAA0875,-0.003697266
KIAA1014,0.049546762
DKFZp434N0535,0.033280824
DKFZp586F1918,-0.02486961
hbrm,0.00167774
KIAA0642,0.040795893
KIAA0261,-0.01284022
SERPINB1,-0.619707317
ganp,0.024556196
SRCAP,0.027248407
KIAA0188,0.008060784
KIAA0647,-0.081681588
KIAA0554,0.002335526
KIAA0874,-0.057360098
POH1,0.186724961
KIAA0252,-0.013889485
DKFZp434F075,0.032042773
KIAA0268,0.002283514
KIAA0746,2.915787819
TRN-SR,0.020871419
KIAA0397,-0.105595997
KIAA1252,-3.428027204
KIAA0453,-0.043862443
KIAA1102,0.140620075
KIAA0199,-0.007193056
p130,-0.088966396
DKFZp564F0522,0.542817225
KIAA0601,-0.013342257
KIAA1108,0.067595159
KIAA0323,-0.655534828
DKFZp586N1922,0.027344755
DKFZp434O171,-0.309683507
FEM1B,0.138304331
GART,-0.006536781
KIAA0082,-0.036120898
KIAA1057,0.007211499
KIAA0454,0.036569933
KIAA0090,-0.046271726
DKFZp434I0812,-0.04757409
KIAA0121,0.002377852
KIAA1050,0.119605574
KIAA0128,-0.180503073
KIAA0128,-0.044200005
KIAA0930,0.032573724
KIAA0368,-0.16906516
KIAA0194,0.001518813
RY-1,0.007959069
KIAA0232,-3.639832537
KIAA0540,-0.072670149
KIAA0439,-0.011346856
KIAA0256,0.072944132
KIAA1279,-0.017745558
KIAA0664,0.000263629
KIAA0678,-0.00354913
IDN3,0.043826245
KIAA0516,-3.373890851
KIAA0241,0.023777741
KIAA0041,-0.649176108
KIAA0041,0.057523386
KIAA0376,0.114459074
KIAA1075,0.008458399
DKFZp434P101,0.007673579
KIAA0257,3.622594861
KIAA1097,0.303325917
KIAA0782,-0.077729054
KIAA0589,0.041361728
KIAA0146,-0.019733883
LCN2,-2.512639158
Wee1 Hu,3.040962165
KIAA0956,3.441680527
AIM1,0.129222589
CAP2,0.138874738
KIAA0576,-0.12906548
KIAA0544,0.042445744
KIAA0650,-0.004878741
KIAA0560,-0.021968221
KIAA0399,0.076645388
IMOGN38,0.002880601
KIAA0071,0.200112504
KIAA0295,0.098952648
KIAA0286,-0.089301808
STX10,0.052058394
KIAA0084,-0.049679057
RRAS,-0.003658738
KIAA0740,-0.478830577
KIAA0903,0.000308642
KIAA0579,-0.004114651
KIAA0674,-3.256904376
KIAA1625,0.050617791
KIAA0094,0.123802774
KIAA0582,-0.03639223
KIAA1157,-0.270079401
KIAA0725,-0.115434391
PCCB,0.018468876
KIAA0658,0.036963093
KIAA0320,0.259077675
KIAA0538,-0.207610512
KIAA0197,0.015841958
KIAA0819,-0.029554358
KIAA0356,-3.580714186
KIAA0606,0.069786508
KIAA0662,0.016130499
KIAA1232,0.026400051
KIAA1438,0.017999405
KIAA0823,-0.2691035
KIAA0349,-0.05014431
KIAA1078,0.880940707
DKFZp547P193,-0.002930979
KIAA1109,0.013327575
KIAA0306,0.027959625
KIAA0877,-0.009134618
kIAA0367,-0.038059993
KIAA0828,-0.024297845
KIAA0856,-0.090452429
FBP3,0.674707531
TB1,-0.010967342
KIAA0039,-0.031251861
KIAA0157,0.01853042
KIAA1010,-0.093678751
KIAA1053,0.123118856
KIAA1693,0.001679658
KIAA0276,0.005841622
KIAA0767,-0.084045632
cds2,-0.043650911
MAPKAPK5,0.003278103
MAPKAPK5,0.019236797
PIASY,0.036161058
KIAA0541,-0.021989717
KIAA0795,0.084273767
DKFZp434C171,0.101194856
DKFZp564I052,-0.023165206
SUPV3L1,0.031306633
KIAA0052,0.002525644
KIAA0406,-0.030011953
KIAA1028,-0.022722305
KIAA1185,0.191818526
KIAA0962,0.030172898
KIAA0594,-0.086688136
KIAA0292,0.02626691
KIAA0362,-0.158086648
KIAA1199,0.010458937
KIAA0528,-0.054241322
KIAA0909,0.126080404
HCAP-H,-0.473940097
DYRK4,-0.092309376
KIAA0870,0.012015817
HRAS,3.030304995
KIAA0910,0.10262288
DKFZp434C0118,-0.223246616
KIAA0172,0.300958832
KIAA0093,0.119397135
UTRN,-0.002696453
UTRN,-0.011326681
KIAA0999,0.023177535
staufen,0.004188215
KIAA0521,0.799422609
KIAA0561,0.09112179
HUMTCHIT,0.007295918
KIAA0546,0.022549242
KIAA0375,0.145566718
KIAA0321,0.0646654
KIAA0869,-0.102943583
KIAA0616,0.073917647
KIAA0759,0.030983188
KIAA0981,0.022496952
DKFZp434M1526,0.011863992
KIAA1141,0.073103292
MRF-1,0.014697231
KIAA0693,-0.003623233
PSKH1,0.026825278
KIAA1076,0.010849376
KIAA0523,-0.245027106
KIAA0805,0.200465331
KIAA0209,0.196263469
KIAA1066,0.113196873
KIAA1066,0.01345394
KIAA0289,1.063843003
DKFZp586P0123,-0.096404115
KIAA0708,-0.062443848
KIAA1060,0.036182938
KIAA0781,0.008603234
PPM1B2,-0.046867915
KIAA1467,0.135099201
KIAA1467,-0.067948697
PIBF1,-0.020409916
