"Gene","BRIP1"
"RBAK",-0.3039
"RBAK-RBAKDN",0
"RBBP2H1",0
"RBBP4",0.4659
"RBBP5",-0.2131
"RBBP6",-0.1373
"RBBP6",-3.3251
"RBBP6",0.7948
"RBBP7",0.0088
"RBBP8",-0.2428
"RBBP8NL",0
"RBBP9",0
"Rbcc728",0
"RBCK1",0
"RBFA",0
"RBFOX1",0
"RBFOX3",0
"RBKIN",0
"RBKS",0
"RBL1",-0.0438
"RBL1",-0.1633
"RBL2",-0.3883
"RBL2",-0.2271
"RBM10",-0.3343
"RBM11",0
"RBM12",0
"RBM12B",0
"RBM14",-0.1744
"RBM15",-0.2557
"RBM15B",-0.0109
"RBM15B",0.6948
"RBM16",-0.679
"RBM16",-0.4082
"RBM17",0
"RBM18",0
"RBM19",3.5778
"RBM19",0.1208
"RBM20",0
"RBM22",0
"RBM23",0
"RBM24",-0.3684
"RBM24",-0.5956
"RBM25",-0.8357
"RBM25",-0.5415
"RBM26",-0.2955
"RBM27",0
"RBM28",-0.2004
"RBM3",0.2132
"RBM33",0
"RBM34",0
"RBM38",0
"RBM39",-8e-04
"RBM4",0
"RBM41",0
"RBM42",0
"RBM43",0
"RBM46",0
"RBM47",0
"RBM48",0
"RBM4B",0
"RBM5",0.0083
"RBM5",-0.2029
"RBM6",0
"RBM7",0
"RBM8A",0
"RBM9",-0.2714
"RBMS1",0
"RBMS2",0
"RBMS3",0
"RBMX",-0.5866
"RBMX",-0.4108
"RBMX",-1.4579
"RBMX2",0
"RBMXL1",0
"RBMXL2",0
"RBMXL3",0
"RBMY1A1",0
"RBMY1A3P",0
"RBMY1B",0
"RBMY1D",0
"RBMY1E",0
"RBMY1F",0
"RBMY1J",0
"RBMY2AP",0
"RBMY2B",0
"RBP-MS",0
"RBP1",-1.7264
"RBP2",0
"RBP3",0
"RBP4",0
"RBP5",0
"RBP7",0
"RBPJ",0
"RBPJL",0
"RBPMS",-0.7779
"RBPMS2",0
"RBPSUH",1.251
"RBPSUH",-1.3308
"RBPSUHL",0.0133
"RBSK",0
"RBSN",0
"RBT1",0
"RBX1",0
"RC3H1",0
"RC3H2",0
"RCAN1",0
"RCAN2",0
"RCAN3",0
"RCBTB1",0.0494
"RCBTB1",-0.1082
"RCBTB2",0
"RCC1",0
"RCC1L",0
"RCC2",0
"RCCD1",0
"RCE1",-0.0979
"RCHY1",0
"RCL1",0
"RCN1",0
"RCN2",0
"RCN3",-0.148
"RCOR1",-0.7854
"RCOR2",-0.2694
"RCOR2",-0.3669
"RCOR3",-0.2456
"RCOR3",-0.3543
"RCSD1",0
"RCVRN",0
"RD",0
"RD3",0
"RD3L",0
"RDBP",-0.0973
"RDBP",-0.2255
"RDGBB",0
"RDH",0
"RDH10",0
"RDH11",0
"RDH12",-0.6275
"RDH13",0.199
"RDH14",0
"RDH16",0
"RDH5",0
"RDHL)",0
"RDM1",0
"RDS",0
"RDX",0
"RE2",0
"REC1",0
"REC114",0
"REC8",0
"REC8L1",0.1659
"recepin",0
"RECK",0
"RECQL",1.8911
"RECQL4",0
"RECQL5",0
"RECQL5 alpha",0
"RECQL5 gamma",0
"RED",0
"RED1",0
"REEP1",0.2259
"REEP2",0
"REEP3",0
"REEP4",0
"REEP5",0.0826
"REEP5",-0.0017
"REEP6",0
"REG1A",-0.759
"REG1B",0
"REG3A",0
"REG3G",0
"REG4",0
"REGL",0
"REL",-0.2533
"RELA",0.9096
"RELB",-1.0822
"RELL1",0
"RELL2",0
"RELN",0
"RELT",0
"REM1",-0.0881
"REM2",0
"REN",0
"RENBP",0
"Rep-8",0
"REP15",0
"REPIN1",0
"REPRIMO",0
"REPS1",0
"REPS2",-0.1151
"RER1",0
"RERE",0.1657
"RERE",-0.0603
"RERG",0
"RERGL",0
"RESP18",0
"REST",0.2298
"REST",4.1372
"RET",-0.0121
"retII",0
"RETN",0
"RETNLB",0
"RETSAT",0
"REV1",-0.0197
"REV1",-0.225
"REV1L",0
"REV3L",0.7538
"REXO1",0
"REXO1L1",0
"REXO1L1P",0
"REXO1L2P",0
"REXO1L8P",0
"REXO2",0.1668
"REXO2",0.0077
"REXO4",0.3746
"RFC1",0.5628
"RFC1",-1.418
"RFC2",0
"RFC3",-0.2389
"RFC3",-0.7575
"RFC4",-0.1368
"RFC5",-0.4705
"RFESD",0
"RFFL",0
"RFK",0
"RFLNB",0
"RFNG",0
"RFP",0
"RFPL1",0
"RFPL2",-0.0742
"RFPL3",0
"RFPL3S",0
"RFPL4A",0
"RFPL4AL1",0
"RFPL4B",0
"RFRP",0
"RFT1",0
"RFTN1",0
"RFTN2",0
"RFWD2",0
"RFWD3",0
"RFX1",-0.4342
"RFX2",0.0112
"RFX3",-0.0848
"RFX3",-0.0497
"RFX4",-0.4627
"RFX4",-0.3272
"RFX5",-0.3651
"RFX6",0
"RFXANK",-0.1764
"RFXAP",-0.0477
"RFXDC1",0.1016
"RFXDC2",0.371
"RG9MTD2",0
"RGAG1",0
"RGAG4",0
"RGC32",0
"RGCC",0
"RGL",0
"RGL1",0
"RGL2",0.5441
"RGL3",0
"RGL4",0
"RGMA",0
"RGMB",0.6329
"RGMB",-0.4964
"RGN",0
"RGNEF",0.4977
"RGNEF",-0.6338
"RGP1",0
"RGPD1",0
"RGPD2",0
"RGPD3",0
"RGPD4",0
"RGPD5",0
"RGPD8",0
"RGR",0
"RGS",0
"RGS1",0
"RGS10",0
"RGS11",0
"RGS12",0.0966
"RGS12",-0.1543
"RGS12",1.6969
"RGS13",0
"RGS14",0
"RGS16",0
"RGS17",0
"RGS18",0
"RGS19",0
"RGS2",-0.6739
"RGS20",-0.5895
"RGS21",0
"RGS22",0
"RGS3",0
"RGS4",0
"RGS5",0
"RGS6",0
"RGS7",0
"RGS7BP",0
"RGS8",0
"RGS9",0
"RGS9BP",0
"RGSL1",0.1182
"RGSZ1",0
"Rh50",0
"RHAG",0
"RHAMM",0
"RHBDD1",0
"RHBDD2",0
"RHBDD3",0
"RHBDF1",0
"RHBDF2",0
"RHBDL",0
"RHBDL1",0
"RHBDL2",-1.1523
"RHBDL2",-2.302
"RHBDL3",0
"RHBG",0
"RHCE",0
"RHCG",0
"RHD",0
"RHEB",-0.1177
"RHEB",0.3652
"RHEBL1",-0.0698
"RHLP",0
"RHNO1",0
"RHO",0
"RHOA",6.6577
"RHOA",-0.0051
"RHOB",-0.345
"RHOBTB1",0
"RHOBTB2",0
"RHOBTB3",-0.2271
"RHOC",0
"RHOD",0.0506
"RHOF",0.0708
"RHOF",-0.5071
"RHOF",-0.2324
"RHOG",-1.3854
"RHOH",-0.4103
"RHOJ",-0.1735
"RHOJ",0.0327
"RHOK",0
"RHOQ",0.2518
"RHOT1",-0.495
"RHOT2",0
"RHOU",0
"RHOV",0
"RHOXF1",0
"RHOXF2",0
"RHOXF2B",0
"RHPN1",0
"RHPN1-AS1",0
"RHPN2",0
"RIBC1",0
"RIBC2",0
"RIC1",0
"RIC3",0
"RIC8A",-0.1771
"RIC8A",0.2505
"RIC8B",0
"RICK",0
"RICTOR",-2.4393
"RICTOR",0.0261
"RIDA",0
"RIF",0
"RIF1",0
"RIG",0
"RIG-I",0
"RIIAD1",0
"RIL",0
"RILP",0
"RILPL1",0
"RILPL2",0
"RIMBP2",0
"RIMBP3",0
"RIMBP3B",0
"RIMBP3C",0
"RIMKLA",0
"RIMKLB",0
"RIMS1",0
"RIMS2",0.1088
"RIMS2",-2e-04
"RIMS3",0
"RIMS4",0
"RIN",0
"RIN1",1.9561
"RIN2",-0.5631
"RIN2",-0.377
"RIN3",0.0237
"RIN3",-0.0277
"RING1",0.8692
"RINL",0
"RINT1",0
"RIOK1",-3.0103
"RIOK2",0
"RIOK3",0
"RIPK1",-0.2039
"RIPK2",0.0906
"RIPK2",1.1292
"RIPK3",0
"RIPK4",0.0059
"RIPK4",-1.7494
"RIPK5",-0.0865
"RIPK5",-0.3317
"RIPPLY1",0
"RIPPLY2",0
"RIPPLY3",0
"RIT1",0
"RIT2",0
"RITA1",0
"RKHD2",-0.2466
"RKHD2",0.5028
"RKHD3",0.0517
"RKHD3",-0.0476
"RLBP1",0
"RLF",4.5147
"RLIM",0
"RLN1",-0.0647
"RLN2",0
"RLN3",0
"RMDN1",0
"RMDN2",0
"RMDN3",0
"RMI1",-1.2995
"RMI2",0
"RMND1",0
"RMND5A",0
"RMND5B",0
"RMP",0
"RMRP",0
"RN7SL1",0
"R0.05-8S5",0
"R0.0C",0
"R0.0SE1",0.1199
"R0.0SE1",0.111
"R0.0SE10",0
"R0.0SE11",0
"R0.0SE12",0
"R0.0SE13",0
"R0.0SE2",0
"R0.0SE3",0
"R0.0SE3L",0
"R0.0SE4",0
"R0.0SE6",0
"R0.0SE6PL",0
"R0.0SE7",0.0166
"R0.0SE8",-0.3124
"R0.0SE9",0
"R0.0SEH1",0
"R0.0SEH2A",-0.2927
"R0.0SEH2B",-0.3088
"R0.0SEH2C",0
"R0.0SEK",0
"R0.0SEL",0
"R0.0SET2",-1.3473
"RNB6",0
"RND1",0
"RND2",0
"RND3",0.0927
"RNF",0
"RNF10",0.0354
"RNF10",-0.0892
"RNF103",0
"RNF11",0.3271
"RNF111",0
"RNF112",0
"RNF113A",0
"RNF113B",0
"RNF114",0
"RNF115",0
"RNF12",0.9122
"RNF121",0.0257
"RNF121",0.2632
"RNF122",0
"RNF123",0
"RNF125",0
"RNF126",-0.2832
"RNF128",-0.4119
"RNF128",-0.4797
"RNF13",-0.2749
"RNF13",0.5628
"RNF130",0
"RNF133",0
"RNF135",0
"RNF138",0
"RNF139",1.0394
"RNF14",-4.3653
"RNF14",-0.5768
"RNF141",0.9841
"RNF141",4.1902
"RNF144",0.0238
"RNF144",0.0797
"RNF144A",0
"RNF144B",0
"RNF145",0
"RNF146",-0.7376
"RNF148",0
"RNF149",0
"RNF150",0
"RNF151",0
"RNF152",0.0308
"RNF152",-0.3235
"RNF157",0
"RNF16",0
"RNF165",0
"RNF166",0
"RNF167",0
"RNF168",0
"RNF169",-0.3791
"RNF17",0
"RNF170",-0.2929
"RNF170",-1.1726
"RNF18",0
"RNF180",0
"RNF181",0
"RNF182",0.2082
"RNF183",0
"RNF185",0
"RNF186",0
"RNF187",-1.2451
"RNF19A",0
"RNF19B",0
"RNF2",-0.0816
"RNF2",0.1174
"RNF20",-0.5194
"RNF207",0
"RNF208",0
"RNF21",0
"RNF212",0
"RNF213",0
"RNF214",0
"RNF215",0
"RNF216",0
"RNF216L",0
"RNF216P1",0
"RNF217",0
"RNF219",0
"RNF220",0
"RNF222",0
"RNF223",0
"RNF224",0
"RNF24",-0.11
"RNF25",0
"RNF26",0
"RNF31",0
"RNF32",0
"RNF34",1.9702
"RNF34",0.4686
"RNF38",0
"RNF39",-0.3019
"RNF4",2.547
"RNF4",0.3512
"RNF40",0
"RNF41",0
"RNF43",0
"RNF44",-0.5164
"RNF5",-0.6152
"RNF5",-0.4257
"RNF5",-1.1178
"RNF5P1",0
"RNF6",1.6233
"RNF6",-0.2665
"RNF7",0
"RNF8",0
"RNFT1",0
"RNFT2",0
"RNGTT",0.0019
"RNH1",0
"RNLS",0
"RNMT",0
"RNMTL1",0
"RNPC3",0
"RNPEP",-1.0597
"RNPEP",-5.7151
"RNPEPL1",0
"RNPS1",0.4176
"RNU105C",0
"RNU12",0
"RNU2-1",0
"RNU6-10P",0
"RNU6-14P",0
"RNU6-16P",0
"RNU6-2",0
"RNU6-28P",0
"RNU6-33P",0
"RNU6-35P",0
"RNU6-39P",0
"RNUT1",0
"ROBO1",-0.4009
"ROBO1",-0.1852
"ROBO2",0
"ROBO3",0
"ROBO4",0
"ROC1",0
"ROCK1",0
"ROCK2",0.5123
"ROCK2",-0.0139
"ROD1",0
"ROGDI",0
"ROMK1",0
"ROMO1",0
"ROPN1",0
"ROPN1B",0
"ROPN1L",0
"ROR1",0.2577
"ROR1",-0.2343
"ROR1",-0.0483
"ROR2",-0.8738
"ROR2",-0.0965
"RORA",0.2524
"RORB",0.2631
"RORB",0.0984
"RORC",0.0166
"RORC",0.8019
"ROS1",-0.1547
"RP1",0
"RP11-125A7.3",-0.2604
"RP11-125A7.3",-0.2412
"RP11-130N24.1",0.1228
"RP11-130N24.1",0.1099
"RP11-159J2.1",0
"RP11-217H1.1",-0.4752
"RP11-217H1.1",-0.8968
"RP11-298P3.3",-0.4586
"RP11-321G1.2",0.0835
"RP11-35N6.1",0.0328
"RP11-529I10.4",-0.1438
"RP11-54H7.1",0.0599
"RP11-82K18.3",-0.4922
"RP11-93B10.1",-0.0897
"RP11-93B10.1",-0.0232
"RP11-94I2.2",0
"RP1L1",0
"RP2",-0.7058
"RP2",-0.0209
"RP42",0
"RP5-1022P6.2",0.8829
"RP5-1022P6.2",0.3805
"RP5-860F19.3",0.7086
"RP5-875H10.1",0.8031
"RP9",0
"RP9P",0
"RPA1",0
"RPA2",-0.3731
"RPA3",-0.8679
"RPA4",0
"RPA40",0
"RPAIN",-0.4957
"RPAIN",-1.5088
"RPAP1",0
"RPAP2",0
"RPAP3",0
"RPB3",0
"RPC32",0
"RPC62",0
"RPE",3.9005
"RPE",-0.1035
"RPE65",0
"RPEL1",0
"RPF-1",0
"RPF1",0
"RPF2",0
"RPGR",-0.2248
"RPGRIP1",0
"RPGRIP1L",0
"RPH3A",0
"RPH3AL",0.0269
"RPIA",-0.3452
"RPL10",0
"RPL10A",0
"RPL10AP2",0
"RPL10L",0
"RPL11",0
"RPL12",0
"RPL13",0
"RPL13A",0
"RPL13AP17",0
"RPL14",-0.0812
"RPL14",-0.0629
"RPL14",-0.0828
"RPL15",0
"RPL17",-0.0654
"RPL18",0
"RPL18A",0
"RPL19",0
"RPL21",0
"RPL22",-0.0808
"RPL22L1",0
"RPL23",0
"RPL23A",0
"RPL23AP53",0
"RPL23P8",0
"RPL24",0
"RPL26",0
"RPL26L1",0
"RPL27",0
"RPL27A",-0.1446
"RPL28",0
"RPL29",-0.11
"RPL29",-0.2102
"RPL3",0
"RPL30",0
"RPL31",-0.1414
"RPL31P11",0
"RPL32",0
"RPL32P3",-0.4674
"RPL34",0
"RPL35",-0.0763
"RPL35",-0.5256
"RPL35A",0
"RPL36",0
"RPL36A",0
"RPL36AL",0
"RPL36AP6",0
"RPL37",-0.3241
"RPL37",-0.2817
"RPL37A",0
"RPL38",0
"RPL39",0
"RPL39L",0
"RPL3L",-0.8377
"RPL4",0
"RPL41",0
"RPL5",0.0212
"RPL6",-0.074
"RPL6",-0.0364
"RPL7",0
"RPL7A",0
"RPL7L1",0
"RPL8",-0.0998
"RPL9",0
"RPLP0",0
"RPLP1",-0.1456
"RPLP1",-0.1765
"RPLP2",0
"RPML2",0
"RPN1",0.0596
"RPN1",-1.899
"RPN1",0.1911
"RPN2",0
"RPP14",0
"RPP21",0
"RPP25",0
"RPP25L",0
"RPP30",0
"RPP38",0
"RPP40",0.0672
"RPRC1",-0.0189
"RPRC1",-0.1182
"RPRD1A",0
"RPRD1B",0
"RPRD2",0
"RPRM",0
"RPRML",0
"RPS10",0
"RPS11",0
"RPS12",0
"RPS13",-0.0935
"RPS13",-0.141
"RPS14",-0.1382
"RPS14",1.6697
"RPS15",0
"RPS15A",0
"RPS15AP25",0
"RPS16",0
"RPS18",-0.1295
"RPS19",0
"RPS19BP1",0
"RPS2",-0.0895
"RPS2",0.9612
"RPS2",-0.0468
"RPS20",0
"RPS21",-0.1701
"RPS23",0
"RPS24",0
"RPS25",0
"RPS26",0
"RPS26P2",0
"RPS27",0
"RPS27A",-0.1125
"RPS27L",0
"RPS28",0
"RPS29",-0.1389
"RPS2P32",0
"RPS2P35",0
"rpS3",0
"RPS3",-0.1229
"RPS3",-0.45
"RPS3A",-0.0685
"RPS3A",-0.032
"RPS4X",0
"RPS4Y1",0.0143
"RPS4Y2",-0.002
"RPS5",-0.1378
"RPS5",-0.0098
"RPS6",-0.0685
"RPS6KA1",-0.0049
"RPS6KA2",0.5192
"RPS6KA3",0
"RPS6KA4",-0.6811
"RPS6KA5",-0.5653
"RPS6KA5",-0.4202
"RPS6KA6",0
"RPS6KB1",0
"RPS6KB2",0
"RPS6KC1",0
"RPS6KL1",0.0545
"RPS6KL1",-0.2168
"RPS7",0
"RPS8",0
"RPS9",0
"RPSA",0
"RPSAP15",0
"RPSAP52",0
"RPSAP58",0
"RPTN",-0.086
"RPTOR",0
"RPUSD1",0
"RPUSD2",0
"RPUSD3",0
"RPUSD4",0
"RQCD1",1.0656
"RRAD",0
"RRAGA",-0.2443
"RRAGB",0
"RRAGC",0.5086
"RRAGC",-0.1103
"RRAGD",0
"RRAS",0
"RRAS2",0
"RRBP1",0
"RREB1",0
"RRH",0
"RRM1",0
"RRM2",0.4
"RRM2",-1.0435
"RRM2B",0.0728
"RRN3",-0.234
"RRN3",-0.5254
"RR0.0D1",0
"RRP1",0
"RRP12",0
"RRP15",0
"RRP1B",0
"RRP22",0
"RRP36",0
"RRP4",0
"RRP46",0
"RRP7A",0
"RRP8",0
"RRP9",0
"RRS1",-0.2552
"RS1",0.0278
"RS1",-0.4027
"RSAD1",-0.9075
"RSAD2",0
"RSBN1",0
"RSBN1L",0
"RSC1A1",0.3193
"rse",0
"RSF1",-0.4315
"RSF1",-0.4175
"RSG1",0
"RSHL1",0
"RSHL2",-0.1132
"RSL1D1",0
"RSL24D1",0
"RSNL2",-0.6521
"RSP3",0
"RSPH1",0
"RSPH10B",0
"RSPH10B2",0
"RSPH14",0
"RSPH3",0
"RSPH4A",0
"RSPH6A",0
"RSPH9",0
"RSPO1",0
"RSPO2",0
"RSPO3",0
"RSPO4",0
"RSPRY1",0
"RSRC1",0
"RSRC2",0
"RSRFC4",0
"RSRP1",0
"RSU1",0
"RTBDN",0
"RTCA",0
"RTCB",0
"RTCD1",0.3288
"RTCD1",-0.0056
"RTDR1",0
"RTEL1",1.3813
"RTF1",0
"RTFDC1",0
"RTKN",0
"RTKN2",0
"RTL1",0
"RTN1",0
"RTN2",-0.0579
"RTN3",0
"RTN4",0.3669
"RTN4IP1",0
"RTN4R",0
"RTN4RL1",0
"RTN4RL2",0
"RTP1",0
"RTP2",0
"RTP3",0
"RTP4",0.1578
"RTP5",0
"RTTN",-0.9248
"RU2",0
"RUBCN",0
"RUBCNL",0
"RUFY1",0
"RUFY2",0
"RUFY3",0
"RUFY4",0
"RUNDC1",0
"RUNDC2A",0.1663
"RUNDC2B",-0.0409
"RUNDC2C",-0.1729
"RUNDC2C",-0.1555
"RUNDC3A",0
"RUNDC3B",0
"RUNX1",2.1352
"RUNX1T1",0.122
"RUNX2",-0.2769
"RUNX2",-0.0596
"RUNX3",0.287
"RUSC1",0
"RUSC1-AS1",0
"RUSC2",0
"RUTBC1",-0.5689
"RUTBC3",-0.2902
"RUTBC3",-1.4771
"RUVBL1",-0.2319
"RUVBL1",-2.0652
"RUVBL2",0.0153
"RWDD1",0
"RWDD2A",0
"RWDD2B",0
"RWDD3",0
"RWDD4",0
"RWDD4A",-0.3793
"RWDD4A",-0.0048
"RX",0
"RXFP1",0
"RXFP2",0
"RXFP3",-0.6148
"RXFP4",0
"RXRA",0.2427
"RXRA",0.8089
"RXRB",-0.133
"RXRG",0.0457
"RY-1",0
"RYBP",-0.2245
"RYBP",-0.0812
"RYBP",3.8881
"RYR1",0
"RYR2",0
"RYR3",0
"S-MAG",0
"S100A1",-0.0044
"S100A10",-0.2715
"S100A11",-0.129
"S100A11",-0.1073
"S100A12",-2.3553
"S100A13",-0.1841
"S100A14",-0.0438
"S100A16",-0.0132
"S100A2",-0.1085
"S100A3",-0.0165
"S100A4",0.9741
"S100A5",0.2666
"S100A6",-0.0062
"S100A7",-1.5542
"S100A7A",-0.062
"S100A7L2",0
"S100A8",0.4479
"S100A9",0.8871
"S100B",0
"S100G",0
"S100P",0.1357
"S100PBP",-0.1251
"S100PBP",-0.0325
"S100PBP",2.4915
"S100Z",0
"S1PR1",0
"S1PR2",0
"S1PR3",0
"S1PR4",0
"S1PR5",0
"S2P",0
"S81524",0
"SA",0
"SAA1",0
"SAA2",0
"SAA2-SAA4",0
"SAA3P",-0.5053
"SAA4",-0.8067
"SAAL1",0
"SAAS",0
"SAC",0
"SACM1L",0
"SACS",0
"SAD1",0
"SAE1",0
"SAF-A",0
"SAFB",1.9174
"SAFB",0.1999
"SAFB2",-0.0833
"SAFB2",0.1324
"SAG",0
"SAGE",0
"SAGE1",0
"SAGE2P",0
"SALF",0
"SALL1",0.0977
"SALL2",0.2308
"SALL3",-0.0045
"SALL4",-0.063
"SAMD1",-0.1975
"SAMD1",-0.1649
"SAMD10",1.4225
"SAMD11",0
"SAMD12",0
"SAMD13",0
"SAMD14",0
"SAMD15",0
"SAMD3",0
"SAMD4A",0
"SAMD4B",0
"SAMD5",0
"SAMD7",0
"SAMD8",0
"SAMD9",0.1116
"SAMD9",-0.4724
"SAMD9",-0.2532
"SAMD9L",-0.2205
"SAMHD1",0
"SAMM50",0
"SAMSN1",0
"SAP130",-0.4335
"SAP18",0.0928
"SAP18",0.1383
"SAP25",0
"SAP30",-0.5147
"SAP30BP",-1.4257
"SAP30BP",-0.1069
"SAP30L",0.8169
"SAPCD1",0
"SAPCD2",0
"SAR1A",0
"SAR1B",0
"SARAF",0
"SARCOSIN",0
"SARDH",0
"SARM1",0.1026
"SARNP",0
"SARS",-0.1321
"SARS2",0
"SART-2",0
"SART1",0
"SART2",-0.2169
"SART3",0
"SAS",0
"SASH1",-0.6565
"SASH1",-0.5979
"SASH3",0
"SASS6",0
"SAT1",0
"SAT2",-0.1039
"SATB1",-0.4322
"SATB2",-0.1888
"SATB2",0.082
"SATL1",0
"SAV1",-0.2206
"SAV1",0.0108
"SAXO1",0
"SAXO2",0
"SAYSD1",0
"SBBI26",0
"SBBI31",0
"SBBI42",0
"SBDS",0.0097
"SBDS",0.1383
"SBF1",0
"SBF2",-0.1803
"SBK1",0
"SBK2",0
"SBK3",0
"SBNO1",0
"SBNO2",-0.3519
"SBSN",0
"SBSPON",0
"SC4MOL",0.626
"SC4MOL",0.4949
"SC5D",0
"SC5DL",0
"SCA7",0
"SCAD-SRL",0
"SCAF1",0
"SCAF11",0
"SCAF4",0
"SCAF8",0
"SCAI",0
"SCAM-1",0
"SCAMP1",-0.7779
"SCAMP1",-1.7254
"SCAMP1",0.0774
"SCAMP2",0
"SCAMP3",-0.0673
"SCAMP4",0
"SCAMP5",0
"SCAND1",1.5308
"SCAND1",1.0407
"SCAND2",-0.2183
"SCAND2",0.1143
"SCAP",-0.0554
"SCAPER",0
"SCARA3",0
"SCARA5",0
"SCARB1",0
"SCARB2",0
"SCARF1",-0.4407
"SCARF2",0
"SCAR0.017",0
"SCAR0.023",0
"SCAR0.08",0
"SCAR0.09L",0
"SCCA1",0
"SCCA2",0
"SCCPDH",0.7037
"SCD",0
"SCD5",-0.3915
"SCD5",1.1509
"SCDGF-B",0
"SCEL",0.2694
"SCFD1",0.1189
"SCFD2",-0.2519
"SCG2",0
"SCG3",0
"SCG5",-0.3805
"SCGB1A1",0.0032
"SCGB1C1",0
"SCGB1D1",0
"SCGB1D2",0
"SCGB1D4",0
"SCGB2A1",0
"SCGB2A2",0.1162
"SCGB2B2",0
"SCGB3A1",0
"SCGB3A2",0
"SCGN",0
"SCHIP1",0
"SCIMP",0
"SCIN",0
"SCLIP",0
"SCLT1",0.6623
"SCLT1",0.1375
"SCLY",0
"SCMH1",0.1381
"SCML1",0.0641
"SCML1",-0.1539
"SCML2",-0.4439
"SCML2",0.1116
"SCML4",0.1134
"SCN10A",0
"SCN11A",0
"SCN12A",0
"SCN1A",0
"SCN1B",-0.0411
"SCN2A",0
"SCN2A2",0
"SCN2B",0
"SCN3A",0
"SCN3B",0
"SCN4A",0
"SCN4B",0.526
"SCN5A",0
"SCN6A",0
"SCN7A",0
"SCN8A",0
"SCN9A",0
"SCNM1",0
"SCNN1A",-0.6137
"SCNN1B",0
"SCNN1D",-0.334
"SCNN1G",0
"SCO1",0
"SCO2",0
"SCOC",0
"SCP1",0
"SCP2",0
"SCP2D1",0
"SCPEP1",-1.2273
"scr2",0
"SCRG1",0
"SCRIB",0
"SCRN1",0
"SCRN2",0
"SCRN3",0
"SCRT",0
"SCRT1",-0.4864
"SCRT2",-1.5834
"SCT",0
"SCTR",-0.2779
"SCUBE1",-0.1872
"SCUBE3",-0.3291
"SCX",0
"SCYA1",0
"SCYA13",0
"SCYA16",0
"SCYA17",0
"SCYA22",0
"SCYA24",0
"SCYA25",0
"SCYA27",0
"SCYA7",0
"SCYB14",0
"SCYB5",0
"SCYB6",0
"SCYC1",0
"SCYC2",0
"SCYL1",-0.1139
"SCYL2",0
"SCYL3",0
"SDAD1",0
"SDC1",-0.0296
"SDC1",2.6085
"SDC2",-0.1512
"SDC3",0
"SDC4",0
"SDCBP",0
"SDCBP2",-1.0057
"SDCCAG1",0
"SDCCAG16",0
"SDCCAG3",0
"SDCCAG8",0
"SDE2",0
"SDF2",-0.7537
"SDF2",-0.2332
"SDF2L1",-0.187
"SDF4",0
"SDHA",0.1016
"SDHA",0.0555
"SDHAF2",0
"SDHAF3",0
"SDHAF4",0
"SDHALP2",-0.2287
"SDHB",0.0318
"SDHC",-0.1613
"SDHD",0.4084
"SDHD",-3.9024
"SDK1",-0.1724
"SDK1",-0.2102
"SDK1",-0.0291
"SDK2",0
"sdp35",0
"SDPR",0
"SDR16C5",0
"SDR39U1",0
"SDR42E1",0
"SDR9C7",0
"SDS",0
"SDSL",0
"SE20-4",0
"SE57-1",0
"SE70-2",0
"SEC10L1",0
"SEC11A",0
"SEC11C",-0.1544
"SEC13",0
"SEC13L1",0
"SEC14L1",-0.3939
"SEC14L1",-0.0892
"SEC14L2",-0.4453
"SEC14L3",0
"SEC14L4",0
"SEC14L5",0
"SEC14L6",0
"SEC16A",0
"SEC16B",0
"SEC22A",0
"SEC22C",1.7363
"SEC22C",-1.2882
"SEC22C",-0.3971
"SEC23A",0
"SEC23B",-6.129
"SEC23IP",0
"SEC24A",0
"SEC24B",-0.4672
"SEC24C",-0.2848
"SEC24D",-0.4302
"SEC24D",0.0715
"SEC31A",0
"SEC31B",0.4941
"SEC34",0
"SEC61A1",0.0124
"SEC61A2",0
"SEC61B",0
"SEC61G",0
"Sec62",0
"SEC62",0
"SEC63",0.5851
"SEC63",0.2969
"SECISBP2",-0.1987
"SECISBP2",2.8103
"SECISBP2L",0
"SECP43",0
"SECTM1",0
"SEDL",0
"SEEK1",0
"SEH1L",0
"SEL1L",0.1493
"SEL1L2",0
"SEL1L3",0
"SELE",0
"SELENBP1",0
"SELENOF",0
"SELENOH",0
"SELENOI",0
"SELENOK",0
"SELENOM",0
"SELENON",0
"SELENOO",0
"SELENOP",0
"SELENOS",0
"SELENOT",0
"SELENOV",0
"SELENOW",0
"SELK",0
"SELL",0
"SELM",0
"SELPLG",0.0013
"SELS",0.0991
"SELS",-0.237
"SEMA3A",-0.0958
"SEMA3B",0
"SEMA3C",1.582
"SEMA3D",0.0343
"SEMA3D",-0.3829
"SEMA3D",-0.2995
"SEMA3E",0
"SEMA3F",-0.1786
"SEMA3F",0.1444
"SEMA3G",0
"SEMA4A",0
"SEMA4B",0
"SEMA4C",-0.1595
"SEMA4C",-1.218
"SEMA4D",0
"SEMA4F",0
"SEMA4G",0
"SEMA5A",-0.0853
"SEMA5A",0.0783
"SEMA5B",0
"SEMA6A",0
"SEMA6B",0.7696
"SEMA6C",0
"SEMA6D",0
"SEMA7A",0.2735
"SEMAY",0
"semaZ",0
"SEMG1",0.0322
"SEMG2",0
"SEMP1",0
"SENP1",0
"SENP2",0
"SENP3",0
"SENP5",0
"SENP6",0.3198
"SENP6",0.2434
"SENP7",-0.1148
"SENP7",0.271
"SENP8",0
"SEPHS1",0
"SEPHS2",1.119
