"Gene","SMAD4"
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",-0.159
"SMCR7",0
"SMCR7L",-1.6449
"SMCR7L",0.2704
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",0
"SMG5",-5.3709
"SMG6",0
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",-0.4929
"smoc1",0
"SMOC1",0.2872
"SMOC1",-1.3245
"SMOC2",0
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",0
"SMPD3",0
"SMPD4",0
"SMPDL3A",-0.8836
"SMPDL3A",-0.5345
"SMPDL3B",-0.3364
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",0
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",-0.2888
"SMURF1",-0.2042
"SMURF2",-0.0266
"SMURF2",0.004
"SMYD1",0.0128
"SMYD2",0
"SMYD3",-0.1273
"SMYD3",-3.4864
"SMYD4",0.5546
"SMYD4",0.2836
"SMYD5",0.2338
"SN",0
"S0.0G1",0.2223
"S0.0I1",0
"S0.0I2",0.1707
"S0.0I3",0
"S0.0P23",-1.1629
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",-0.894
"S0.0PC2",0.2641
"S0.0PC3",-0.4124
"S0.0PC4",0.1707
"S0.0PC4",-0.4774
"S0.0PC5",2.1304
"S0.0PC5",-0.0797
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0.2239
"SNCG",0
"SND1",-0.0572
"SND1-IT1",0
"SNED1",0
"SNF1LK",-0.3991
"SNF1LK",-1.2243
"SNF1LK",-4.7563
"SNF8",-0.0951
"SNFT",-0.1258
"SNHG5",0
"SNHG8",-0.3388
"SNIP1",0.0342
"SNIP1",-0.1699
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",-0.213
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",-0.2043
"SNRK",0.3096
"SNRK",0.0619
"SNRNP200",0
"SNRNP25",0
"SNRNP27",0
"SNRNP35",0
"SNRNP40",0
"SNRNP48",0
"SNRNP70",0
"SNRPA",-0.8816
"SNRPA",-1.0537
"SNRPA",-0.2772
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",0
"SNRPD2",-0.0633
"SNRPD3",0
"SNRPE",0
"SNRPEP2",0
"SNRPF",0
"SNRPG",0
"SNRPN",-0.1813
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",-0.0341
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",0
"SNURF",-0.071
"SNURFL",0
"SNW1",-0.0171
"SNX 3A",0
"SNX1",-0.2622
"SNX10",0
"SNX11",-0.6157
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",0
"SNX17",1.8561
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",0
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",1.336
"SNX5",0
"SNX6",0.0939
"SNX7",0
"SNX8",0
"SNX9",-0.0463
"SNX9",-2.0405
"SOAT1",-1.0432
"SOAT1",-0.356
"SOAT1",0.3963
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",-0.1052
"SOCS1",0.2925
"SOCS2",1.9459
"SOCS2",-0.3219
"SOCS3",0.1798
"SOCS3",0.5256
"SOCS4",0
"SOCS5",-0.0991
"SOCS5",-0.1786
"SOCS6",0
"SOCS7",0
"SOD1",0
"SOD2",1.2287
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0.0458
"SOHLH1",-0.0954
"SOHLH2",-0.0971
"SOHLH2",-0.3
"SOLH",0
"SON",0
"SORBS1",-0.0045
"SORBS1",-0.0645
"SORBS1",-0.661
"SORBS2",0
"SORBS3",-2.665
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",0
"SORL1",0
"SORT1",-1.344
"SORT1",-0.646
"SOS1",-0.2981
"SOS2",0
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0.1364
"SOX1",-0.9934
"SOX10",0.3157
"SOX10",-0.5762
"SOX11",0.4596
"SOX11",0.3116
"SOX12",0.272
"SOX12",-0.2115
"SOX13",-0.0131
"SOX14",0.0019
"SOX15",0.2719
"SOX17",0.1093
"SOX17",1.848
"SOX18",0.4776
"SOX2",0.26
"SOX2",0.103
"SOX21",0.448
"SOX21",-0.4674
"SOX3",-0.4932
"SOX3",1.122
"SOX30",-0.5883
"SOX4",0.1835
"SOX4",-1.4063
"SOX5",0.2161
"SOX5",-0.0854
"SOX5",-0.3045
"SOX6",0.0165
"SOX7",0.1444
"SOX7",0.3958
"SOX8",-0.1263
"SOX8",-3.2065
"SOX9",-2.9825
"SP1",0.1711
"SP1",-0.1068
"SP100",0.0746
"SP100",-0.0676
"SP100",0.3338
"SP100-B",0
"SP110",-0.6236
"SP140",0
"SP140L",0
"SP192",0
"SP2",0.0637
"SP2",-0.0648
"SP3",-0.4155
"SP3",-0.7343
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",-0.1325
"SP5",-3.5435
"SP5",0.0559
"SP6",0
"SP7",0.1653
"SP8",0
"SP9",0
"SPA17",1.8755
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",-0.3702
"SPAG1",-0.3738
"SPAG11A",0
"SPAG11B",0
"SPAG16",-0.4001
"SPAG16",-0.0212
"SPAG17",0
"SPAG4",0
"SPAG5",0
"SPAG6",0.0033
"SPAG6",0.0915
"SPAG7",0
"SPAG8",0
"SPAG9",0
"SPAM1",0.0909
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",0
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",-0.0549
"SPATA18",0.0766
"SPATA18",0.1443
"SPATA18",-0.2638
"SPATA19",0
"SPATA2",0
"SPATA20",-0.343
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",-0.8453
"SPATA6",-0.1301
"SPATA6",0.0053
"SPATA6L",0
"SPATA7",-0.0733
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",0.1549
"SPATS2L",0
"SPBC25",-0.4261
"SPBPBP",0
"SPC25",0
"SPCS1",0
"SPCS2",-0.0984
"SPCS3",-0.1141
"SPDEF",0.2898
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",0
"SPDYE2B",0
"SPDYE3",0
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",0
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",0.1814
"SPEN",0.124
"SPEN",-0.3127
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",0.0693
"SPG4",0
"SPG7",-0.1702
"SPG7",-0.2974
"SPG7",0.2283
"SPHAR",1.4026
"SPHK1",0.6485
"SPHK2",0
"SPHKAP",0
"SPI1",-0.1631
"SPIB",-0.3463
"SPIB",0.4078
"SPIC",-0.2806
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",0
"SPINK1",0
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",0
"SPINK5",0.1235
"SPINK5L3",0
"SPINK6",-0.1388
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",-0.1114
"SPINT1",0
"SPINT2",0
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0
"SPIRE2",0
"SPN",-0.6465
"SPNS1",0
"SPNS2",0
"SPNS3",0
"SPO11",0
"SPOCD1",-1.118
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",0
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",-0.0084
"SPP2",0
"SPPL2A",-1.1508
"SPPL2B",0
"SPPL2C",0
"SPPL3",0
"SPR",0
"SPR1",0
"SPRED1",0.1415
"SPRED1",-0.1617
"SPRED2",0
"SPRED3",0
"SPRN",0
"SPRR1A",0.088
"SPRR1A",0.0322
"SPRR1B",-0.0217
"SPRR2A",0
"SPRR2B",0
"SPRR2C",0.3553
"SPRR2D",0.3944
"SPRR2E",0.3184
"SPRR2F",0
"SPRR2G",1.3184
"SPRR3",0.9359
"SPRR4",-0.1093
"SPRTN",0
"SPRY1",-0.0057
"SPRY2",0.015
"SPRY3",0
"SPRY4",0
"SPRYD3",0.3267
"SPRYD7",0
"SPSB1",0.3924
"SPSB1",0.0648
"SPSB2",0
"SPSB3",0
"SPSB4",0
"SPTA1",0
"SPTAN1",-3.781
"SPTB",0
"SPTBN1",0
"SPTBN2",-1.6652
"SPTBN3",0
"SPTBN4",0
"SPTBN5",0.018
"SPTLC1",0
"SPTLC2",0.2667
"SPTLC2",-0.375
"SPTLC3",-0.2692
"SPTSSA",0
"SPTSSB",0
"SPTY2D1",0
"SPUF",0
"SPX",0
"SPZ1",-0.003
"SQLE",0
"SQRDL",0.0225
"SQSTM1",0.0183
"SR-A",0
"SR140",0
"SRA1",0.4502
"SRA1",-0.2101
"SRA1",-0.3267
"SRB7",0
"SRBD1",0
"SRC",0
"SRCAP",-0.1374
"SRCL",0
"SRD5A1",0.1014
"SRD5A2",0
"SRD5A2L",1.9337
"SRD5A3",0
"SREB3",0
"SREBF1",-0.0114
"SREBF1",-0.1209
"SREBF2",0.1896
"SREBF2",-0.6668
"SREC",0
"SREK1",0
"SREK1IP1",0
"SRF",-0.1089
"SRF",-0.1866
"SRF",-0.0357
"SRFBP1",-0.4335
"SRGAP1",0
"SRGAP2",0
"SRGAP3",0.2729
"SRGN",0
"SRI",-0.435
"SRI",-0.0055
"SRM",0
"SRM300",0
"SRMS",0
"SRP14",0
"SRP19",0
"SRP1gamma",0
"SRp40",0
"SRP54",0
"SRP68",0
"SRP72",0
"SRP9",-0.3464
"SRP9",-0.0164
"SRPK1",0
"SRPK2",-0.0986
"SRPK2",-0.1465
"SRPK3",0
"SRPRA",0
"SRPRB",0
"SRPSOX",0
"SRPX",2.4338
"SRPX2",0.2467
"SRR",0
"SRRD",0
"SRRM1",0
"SRRM2",0
"SRRM3",0
"SRRM4",0
"SRRM5",0
"SRRT",0
"SRSF1",0
"SRSF10",0
"SRSF11",0
"SRSF12",0
"SRSF2",0
"SRSF3",0
"SRSF4",0
"SRSF5",0
"SRSF6",0
"SRSF7",0
"SRSF8",0
"SRSF9",0
"SRXN1",-0.0445
"SRY",0.0138
"SS18",-1.2919
"SS18L1",-0.1377
"SS18L1",0.1983
"SS18L2",0
"SSB",0
"SSBP1",0
"SSBP2",-0.3279
"SSBP2",-0.1845
"SSBP3",-0.133
"SSBP3",0.0806
"SSBP4",0
"SSC4D",0
"SSC5D",0
"SSFA2",0
"SSH1",0
"SSH2",0
"SSH3",0
"SSI-3",0
"SSMEM1",0
"SS0.01",0
"SSPN",0
"SSPO",0
"SSR1",-0.5918
"SSR2",-0.1378
"SSR2",0.0191
"SSR3",0
"SSR4",-0.1894
"SSRP1",-0.1745
"SSSCA1",0
"SST",0
"SSTR1",0
"SSTR2",0
"SSTR3",0
"SSTR4",0
"SSTR5",0
"SSTRIP",0
"SSU72",0
"SSUH2",0
"SSX1",-0.0119
"SSX2",0.5744
"SSX2",0.0156
"SSX2IP",0
"SSX3",0.3147
"SSX4",0
"SSX4B",0
"SSX5",-0.14
"SSX6",0
"SSX7",0.2788
"SSX8",0.017
"SSX9",0.0322
"SSXTSSX4 fusion",0
"SSXTSSX4v fusion",0
"ST13",0
"ST14",0
"ST16",0
"ST18",-0.1425
"ST1B2",0
"st2",0
"ST20",0
"ST3Gal VI",0
"ST3GAL1",0.1178
"ST3GAL1",0.1744
"ST3GAL2",0.2339
"ST3GAL2",-0.0052
"ST3GAL3",0.5801
"ST3GAL3",-0.015
"ST3GAL4",0
"ST3GAL5",0.0509
"ST3GAL6",0
"ST5",-0.2611
"ST6GAL1",-0.2087
"ST6GAL1",-0.1491
"ST6GAL2",0.0085
"ST6GAL0.0C1",0
"ST6GAL0.0C2",-1.2605
"ST6GAL0.0C2",0.4148
"ST6GAL0.0C3",0
"ST6Gal0.0c4",0
"ST6GAL0.0C4",-0.1768
"ST6GAL0.0C5",-0.6634
"ST6GAL0.0C6",0
"ST6GAL0.0CIV",0
"ST7",-0.079
"ST7",0.0662
"ST7L",0
"ST8SIA1",0
"ST8SIA2",0
"ST8SIA3",0
"ST8SIA4",0
"ST8SIA5",0
"ST8SIA6",0
"STAB1",-0.4936
"STAB1",-0.8056
"STAB2",0
"STAC",-0.0765
"STAC",-0.244
"STAC2",0
"STAC3",0
"STAG1",-0.0741
"STAG2",0
"STAG3",0
"STAG3L1",0
"STAG3L4",0
"STAM",0
"STAM2",0
"STAMBP",0
"STAMBPL1",0.1698
"STAP1",0
"STAP2",0.1776
"STAR",0
"STARD10",0
"STARD13",-0.2381
"STARD13",-0.0929
"STARD3",0
"STARD3NL",0
"STARD4",-0.4305
"STARD5",0
"STARD6",0
"STARD7",0
"STARD8",0
"STARD9",0
"STAT1",-0.6815
"STAT1",-1.0423
"STAT2",0.1804
"STAT3",-0.0516
"STAT3",-0.2175
"STAT3",-0.1317
"STAT4",-0.016
"STAT4",-0.1075
"STAT5A",-0.3783
"STAT5A",-0.1911
"STAT5B",-0.1802
"STAT6",-0.1878
"STATH",0
"STATIP1",0.2287
"STAU",0
"STAU1",0.4197
"STAU2",0
"staufen",0
"STBD1",0
"STC1",0
"STC2",0.3954
"STC2",0.0276
"STE",0
"STEAP1",0.215
"STEAP1",0.1685
"STEAP1B",0
"STEAP2",0
"STEAP3",0
"STEAP4",-0.6495
"stem cell factor, SCF",0
"STEP",0
"STG",0
"STH",0
"STIL",-0.0051
"STIM1",-0.6893
"STIM2",0
"STIP1",1.1929
"STIP1",-0.9356
"STK10",-5.4017
"STK11",0.0706
"STK11",0.0375
"STK11IP",0
"STK16",0
"STK17A",-0.0832
"STK17A",0.0922
"STK17B",0
"STK19",0
"STK24",0
"STK25",0.0877
"STK25",-0.0548
"STK26",0
"STK3",-0.5333
"STK31",0
"STK32A",0
"STK32B",0.1374
"STK32C",0
"STK33",0
"STK35",-0.0655
"STK36",0.0143
"STK38",0
"STK38L",-1.212
"STK38L",-0.3285
"STK39",0
"STK4",0
"STK40",0
"STK6",0
"STK9",0
"STKLD1",0
"STM",0
"STM7",0
"STMN1",0
"STMN2",0
"STMN3",0
"STMN4",0
"STMND1",0
"STOM",0
"STOML1",0
"STOML2",0
"STOML3",0
"STON1",0
"STON1-GTF2A1L",0
"STON2",0.1004
"STON2",-0.0383
"STOX1",0
"STOX2",0
"STPG1",0
"STPG2",0
"STPG3",0
"STRA13",0
"STRA6",0
"STRA8",0
"STRADA",0
"STRADB",0
"STRAIT11499",0
"STRAP",0
"STRBP",0
"STRC",0
"STRIN",0
"STRIP1",0
"STRIP2",0
"STRL33",0
"STRN",0
"STRN3",-0.7238
"STRN3",-0.3102
"STRN3",-0.0618
"STRN4",-0.3496
"STS",0.0649
"STS-1",-0.143
"STT3A",-0.2925
"STT3B",-0.4118
"STUB1",0
"STUM",0
"STX10",-0.0225
"STX10",-0.0375
"STX11",-0.0586
"STX12",2.996
"STX16",0
"STX17",-0.2384
"STX18",0
"STX19",0
"STX1A",0
"STX1B",0
"STX2",0.3078
"STX3",-0.2886
"STX4",0
"STX5",0
"STX6",1.4823
"STX6",0.1357
"STX6",-1.3723
"STX7",0
"STX8",0
"STXBP1",0
"STXBP2",0
"STXBP3",0
"STXBP4",0
"STXBP5",0
"STXBP5L",0
"STXBP6",-0.5517
"STXBP6",0.0161
"STXBP6",-0.3054
"STYK1",0
"STYX",0
"STYXL1",-2.6853
"SUB1",-0.0385
"SUB1",-0.0267
"SUB1",2.1782
"SUB1P1",0
"SUCLA2",-1.8617
"SUCLA2",-0.2976
"SUCLG1",0
"SUCLG2",-0.7578
"SUCNR1",0
"SUCO",0
"SUDS3",-0.0218
"SUFU",0.0161
"SUFU",0.2568
"SUGCT",0
"SUGP1",0
"SUGP2",0
"SUGT1",0
"SUGT1P1",0
"SUHW1",-0.0289
"SUHW2",0.3383
"SUHW3",0.0261
"SUHW4",-0.3439
"SULF1",0.2832
"SULF2",-0.1906
"SULT1A1",0
"SULT1A2",0
"SULT1A3",0.005
"SULT1A3",0.1762
"SULT1B1",0
"SULT1C1",0
"SULT1C2",0
"SULT1C3",0
"SULT1C4",0
"SULT1E1",0.2705
"SULT2A1",0
"SULT2B1",1.7561
"SULT4A1",0
"SULTX3",0
"SUMF1",0
"SUMF2",0
"SUMO1",-3.3492
"SUMO1P1",-0.0819
"SUMO1P3",2.1726
"SUMO2",-0.0135
"SUMO2",0.1256
"SUMO3",0
"SUN1",0
"SUN2",0
"SUN3",0
"SUN5",0
"SUOX",0
"SUPAR",0
"SUPT16H",-1.7115
"SUPT16H",-0.5332
"SUPT20H",0
"SUPT20HL1",0
"SUPT20HL2",0
"SUPT3H",0.0065
"SUPT4H1",-0.1471
"SUPT4H1",0.5997
"SUPT5H",0.3265
"SUPT6H",-0.416
"SUPT6H",0.1708
"SUPT7L",0.0159
"SUPT7L",-0.3252
"SUPV3L1",0
"SUR1",0
"SURB7",-1.0807
"SURF1",-0.4277
"SURF2",0
"SURF4",0
"SURF5",-0.2645
"SURF5",0.018
"SURF5",-0.6852
"SURF6",0
"SUSD1",0
"SUSD2",0
"SUSD3",0
"SUSD4",0
"SUSD5",0
"SUSD6",0
"SUT1",0
"SUV39H1",0.4508
"SUV39H2",-0.0164
"SUV39H2",-0.5254
"SUV420H1",-0.268
"SUV420H1",-0.0916
"SUV420H2",-0.101
"SUZ12",0.6842
"SUZ12",-0.2873
"SUZ12",0.33
"SV2A",0
"SV2B",0
"SV2C",0
"SVBP",0
"SVCT1",0
"SVCT2",0
"SVEP1",0
"SVIL",-1.3736
"SVIP",0
"SVOP",0
"SVOPL",0
"SWAP70",1.5432
"SWI5",0
"SWSAP1",0
"SWT1",0
"SYAP1",0
"SYBU",0
"SYCE1",0
"SYCE1L",0
"SYCE2",0
"SYCE3",0
"SYCN",0
"SYCP1",0
"SYCP2",0
"SYCP2L",0
"SYCP3",0
"SYDE1",0
"SYDE2",0
"SYF2",0
"SYK",0
"SYMPK",-1.8283
"SYN1",0
"SYN2",0
"SYN3",0
"SYNC",0
"SYNCOILIN",0
"SYNCRIP",0.1715
"SYNCRIP",-0.3406
"SYNCRIP",-0.2159
"SYNDIG1",0
"SYNDIG1L",0
"SYNE1",0
"SYNE2",0
"SYNE3",0
"SYNE4",0
"SYNGAP1",0
"SYNGR1",0
"SYNGR2",0
"SYNGR3",0
"SYNGR4",2.2369
"SYNJ1",-0.439
"SYNJ1",-0.1669
"SYNJ2",0.2383
"SYNJ2",0.181
"SYNJ2BP",0
"SYNM",0
"SYNPO",0
"SYNPO2",0
"SYNPO2L",0
"SYNPR",0
"SYNRG",0
"SYP",-0.1596
"SYPL1",-0.0127
"SYPL1",-0.5605
"SYPL2",0
"SYS1",-0.1332
"SYT1",0
"SYT10",0
"SYT11",0
"SYT12",0
"SYT13",0
"SYT14",0
"SYT15",0
"SYT16",0
"SYT17",0
"SYT2",0.0403
"SYT3",0
"SYT4",0
"SYT5",0
"SYT7",0.123
"SYT8",0
"SYT9",0.1063
"SYT9",0.0027
"SYTL1",0
"SYTL2",0
"SYTL3",0
"SYTL4",-0.8802
"SYTL5",0
"SYVN1",0.2889
"SYVN1",-0.2632
"SZF1",0
"SZRD1",0
"T",0.3654
"T-Star",0
"T1A-2",0
"T3 receptor-associating cofactor-1, TRAC-1",0
"TA-NFKBH",-0.2233
"TAAR1",0
"TAAR2",0
"TAAR3",0
"TAAR5",0
"TAAR6",0
"TAAR8",0
"TAAR9",0
"TAB1",0
"TAB2",0
"TAB3",0
"TAC1",0
"TAC1R",0
"TAC3",0
"TAC3RL",0
"TAC4",-0.0902
"TACC1",0.2169
"TACC1",-4.8688
"TACC2",0.2149
"TACC2",-0.6685
"TACC3",0
"TACI",0
"TACO1",0
"TACR1",0
"TACR2",0
"TACR3",0
"TACSTD2",0.323
"TACTILE",0
"TADA1",0
"TADA1L",-0.3122
"TADA2A",0
"TADA2B",0
"TADA2L",0.0977
"TADA2L",0.1091
"TADA3",0
"TADA3L",0.2355
"TADA3L",-0.2966
"TAF1",0.1439
"TAF1",2.9407
"TAF10",-0.0685
"TAF11",1.4084
"TAF12",0.2421
"TAF13",0.0094
"TAF15",0
"TAF1A",0.2782
"TAF1B",-0.0633
"TAF1C",-1.4806
"TAF1C",0.0429
"TAF1D",0
"TAF1L",0.0914
"TAF2",-0.9359
"TAF2",-0.4673
"TAF2",0.5408
"TAF2C1",0
"TAF2Q",0
"TAF3",1.0495
"TAF3",0.2
"TAF3",2.8581
"TAF4",-0.0578
"TAF4B",0.1418
"TAF5",0.0171
"TAF5L",0.1345
"TAF5L",-0.224
"TAF6",-0.708
"TAF6L",-0.0471
"TAF7",-0.0249
"TAF7L",0.3038
"TAF8",0
"TAF9",0.5613
"TAF9",0.0152
"TAF9",0.0817
"TAF9B",-0.5454
"TAF9B",-0.2642
"TAF9B",0.1066
"TAFII105",0
"TAFII170",0
"TAGAP",0
"TAGLN",1.138
"TAGLN",-1.6118
"TAGLN2",0
"TAGLN3",0.0097
"TAIP-2",-0.0657
"TAK1",0
"tAKR",-0.0411
"tAKR",-0.0286
"TAL1",-0.5368
"TAL1",0.2677
"TAL2",-0.3881
"TALDO1",0
"TAMM41",0
"TANC1",0
"TANC2",0
"TANGO2",0
"TANGO6",0
"TANK",0
"TAOK1",0
"TAOK2",-0.7564
"TAOK2",0.0147
"TAOK3",0
"TAP1",-0.0957
"TAP2",0
"tapasin",0
"TAPBP",0
"TAPBPL",0
"TAPT1",0
"TARBP-b",0
"TARBP1",-0.1452
"TARBP2",-2.3719
"TARDBP",-0.1108
"TARDBP",0.2338
"TARM1",0
"TARS",0
"TARS2",0
"TARSL2",0
"TAS1R1",0
"TAS1R2",0
"TAS2R1",0
"TAS2R10",-0.5218
"TAS2R13",0
"TAS2R14",0
"TAS2R16",0
"TAS2R19",0
"TAS2R20",0
"TAS2R3",0
"TAS2R31",0
"TAS2R38",0
"TAS2R39",0
"TAS2R4",0
"TAS2R40",0
"TAS2R41",0
"TAS2R43",0
"TAS2R46",0
"TAS2R5",0
"TAS2R50",0
"TAS2R60",0
"TAS2R7",0
"TAS2R8",0
"TAS2R9",0
"TASP1",-0.4911
"TAT",0.3034
"TAT",-0.5545
"TATDN1",0
"TATDN2",0
"TATDN3",0
"TAX1BP1",0.0631
"TAX1BP3",0
"TAZ",0
"TB1",0
"TBATA",0
"TBC1D1",0
"TBC1D10A",0
"TBC1D10B",0
"TBC1D10C",0
"TBC1D12",-0.2461
"TBC1D12",-0.0471
"TBC1D13",0
"TBC1D14",0
"TBC1D15",0
"TBC1D16",0
"TBC1D17",-0.2093
"TBC1D19",-0.2053
"TBC1D2",0
"TBC1D20",0
"TBC1D21",0
"TBC1D22A",0.1641
"TBC1D22B",0
"TBC1D23",0
"TBC1D24",0
"TBC1D25",0
"TBC1D28",0
"TBC1D29",0
"TBC1D2B",1.5576
"TBC1D2B",0.0149
"TBC1D30",0
"TBC1D31",0
"TBC1D32",0
"TBC1D3B",0
"TBC1D3C",0
"TBC1D3F",0
"TBC1D3G",0
"TBC1D3H",0
"TBC1D3L",0
"TBC1D3P2",0
"TBC1D4",-0.0577
"TBC1D5",0.6992
"TBC1D5",-0.1207
"TBC1D7",0
"TBC1D8",-1.0181
"TBC1D8B",0.0225
"TBC1D8B",-0.286
"TBC1D9",-0.7963
"TBC1D9B",0
"TBCA",0
"TBCB",0
"TBCCD1",0
"TBCD",0
"TBCE",0
"TBCEL",0
"TBCK",0
"TBK1",0
"TBKBP1",0
"TBL1",0
"TBL1X",-0.0375
"TBL1XR1",0.1717
"TBL1XR1",-0.2385
"TBL1XR1",-1.3818
"TBL1XR1",-0.1069
"TBL1Y",0.3975
"TBL2",0
"TBL3",0
"TBLR1",0
"TBN",0.2861
"TBP",0.1896
"TBPL1",0.2236
"TBPL2",0
"TBR1",0.0139
"TBRG1",0
"TBRG4",0
"TBX1",0.0111
"TBX1",0.6023
"TBX10",-0.4944
"TBX15",-0.1405
"TBX18",0
"TBX19",-0.2394
"TBX19",-0.0246
"TBX2",0.096
"TBX20",0.0139
"TBX21",-0.0153
"TBX22",0.0246
"TBX3",0.013
"TBX3",0.0828
"TBX3-iso",0
"TBX4",0.1873
"TBX5",0.0237
"TBX5",-0.0155
"TBX6",0.049
"TBXA2R",0
"TBXAS1",0
"TC1",0
"TC10",0
"TC21",0
"TC3",0
"TCAF1",0
"TCAF2",0
"tcag7.907",0
"TCAIM",0
"TCAM-1",0
"TCAP",0
"TCBAP0758",0
"TCEA1",-0.0318
"TCEA1",-0.0919
"TCEA2",-0.0871
"TCEA3",5e-04
"TCEA3",-0.0966
"TCEA3",-0.1155
"TCEAL1",1.9674
"TCEAL2",0.0461
"TCEAL3",-0.2628
"TCEAL4",-0.0318
"TCEAL5",-0.5794
"TCEAL6",-0.2238
"TCEAL7",-0.0646
"TCEAL7",-0.1851
"TCEAL8",0.0666
"TCEAL9",0
"TCEANC",0
"TCEANC2",0
"TCEB1",-0.0578
